node_key,label,node_type,source_type,example_mention,canonicalization_source,mention_count,source
EVENT_CLUSTER:369,Yoshida's statement | Yoshida stated Japan would negotiate a peace treaty with the Chinese Communists. | Communication | 1951-10-30,EventCluster,Event,,,1.0,
EVENT_CLUSTER:370,"Increased activity among workers | Iranian Communists increase their activity among workmen, particularly at the Abadan refinery. | Other | 1951-11-03",EventCluster,Event,,,1.0,
EVENT_CLUSTER:371,French economic crisis | The French Government shows increasing pessimism regarding its economic situation and budget decisions. | EconomicAction | 1951-11-03,EventCluster,Event,,,1.0,
EVENT_CLUSTER:372,Wage negotiations failure | Failure of wage negotiations in the metallurgical industry leading to a union's withdrawal. | Negotiation,EventCluster,Event,,,1.0,
EVENT_CLUSTER:373,Conversation on US strategy | A conversation between Austrian officials and Soviet political advisers regarding US strategy. | Communication | 1951-10-31,EventCluster,Event,,,1.0,
EVENT_CLUSTER:374,"Proposal for UN membership | De Gasperi's suggestion to support Soviet proposals for the admission of Hungary, Bulgaria, and Rumania to the UN. | PolicyAction",EventCluster,Event,,,1.0,
EVENT_CLUSTER:375,Loss of UN air superiority in Korea | The inability of UN medium bombers to operate in daylight over the Chongchon River demonstrates a loss of air superiority.,EventCluster,Event,,,1.0,
EVENT_CLUSTER:376,"Opening of Rothensee canal lock | The Rothensee canal lock has been opened, facilitating barge traffic. | Other",EventCluster,Event,,,1.0,
EVENT_CLUSTER:377,Worsening situation in Port Said | The situation in Port Said is reported to be worsening with rising food prices and tensions. | Other | 1951-11-07,EventCluster,Event,,,1.0,
EVENT_CLUSTER:378,Proposal for Armament Census | Soviet representative Tsarapkin proposed a US-Soviet meeting on an international armament census and inspection of arms productio,EventCluster,Event,,,1.0,
EVENT_CLUSTER:379,Troop commitment for Korea | Belgium and the Netherlands sent a token force to Korea to support UN resolution. | MilitaryAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:380,Protest by USSR | Gromyko protested to the US Charge regarding a border violation by a US plane. | Communication | 1951-11-07,EventCluster,Event,,,1.0,
EVENT_CLUSTER:381,Concern over Burmese situation | De Lattre and MacDonald met to discuss the situation in Burma. | Meeting,EventCluster,Event,,,2.0,
EVENT_CLUSTER:382,Opening of Japanese Overseas Agency | The Japanese Overseas Agency is expected to open with the arrival of Kimura Shiroshichi. | Other | late November 1951,EventCluster,Event,,,1.0,
EVENT_CLUSTER:383,Concern over internal situation | The Egyptian Government expresses concern over internal unrest and the influence of the Moslem Brotherhood. | Communication | ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:384,Lyttelton's visit to Malaya | Colonial Secretary Lyttelton's visit prompted by concerns over guerrilla-suppression program. | Travel,EventCluster,Event,,,1.0,
EVENT_CLUSTER:385,Soviet-Satellite army maneuvers | Completion of field training for Soviet and Satellite ground forces. | MilitaryAction | 1951,EventCluster,Event,,,1.0,
EVENT_CLUSTER:386,Plan to break Anglo-Egyptian impasse | Nuri Said proposed a plan for Middle Eastern countries to have regular and auxiliary troops. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:387,Meetings of former SS members | Meetings attended by former SS members reflecting extreme nationalist attitudes. | Meeting,EventCluster,Event,,,1.0,
EVENT_CLUSTER:388,Government seeking to ban Socialist Reich Party | The government is engaged in a program to fight political extremes. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:389,Presentation of investment program | Parliament will be presented with a civilian investment program. | PolicyAction | 1951-11-16,EventCluster,Event,,,1.0,
EVENT_CLUSTER:390,"Egypt's compromise offer | Egypt offered to withdraw troops from the Anglo-Egyptian Sudan if Britain does the same, followed by a free election. | Negotiation |",EventCluster,Event,,,1.0,
EVENT_CLUSTER:391,Arab states offer on Moroccan question | Iraqi and Syrian delegates indicated they would not press for discussion on the Moroccan situation if France agrees to ,EventCluster,Event,,,1.0,
EVENT_CLUSTER:392,"Tunisian delegation visit to Paris | The Tunisian delegation, including the Prime Minister and Minister of Justice, has been in Paris for almost a month. | Trav",EventCluster,Event,,,1.0,
EVENT_CLUSTER:393,US proposal on export controls | The US Embassy proposed sending a note to the French Foreign Office regarding export control negligence. | PolicyAction | 1951-,EventCluster,Event,,,1.0,
EVENT_CLUSTER:394,Korean truce urging | Indian Ambassador instructed to urge a truce in Korea. | Negotiation | 1952-02-03,EventCluster,Event,,,3.0,
EVENT_CLUSTER:395,Abolishment of UN Balkan Commission | Greece suggests the abolishment of the UN Balkan Commission. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:396,French Communist-led strike | A strike led by French Communists affecting the coal industry. | Demonstration,EventCluster,Event,,,1.0,
EVENT_CLUSTER:397,"UN aircraft attack | A UN light bomber was attacked by two conventional fighters, resulting in major damage. | MilitaryAction | 1951-11-16",EventCluster,Event,,,1.0,
EVENT_CLUSTER:398,Demonstrations in Cairo and Alexandria | Demonstrations were successfully forestalled by Egyptian authorities during national holidays and the opening of Parlia,EventCluster,Event,,,1.0,
EVENT_CLUSTER:399,US action favoring Indonesia | US Ambassador comments on the sensitivity of Dutch to US pressure in the dispute | PolicyAction | 1951-11-22,EventCluster,Event,,,1.0,
EVENT_CLUSTER:400,Restraint on Liberation Battalions | King Farouk directed the Egyptian Government to restrain the activities of the Liberation Battalions. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:401,Concerns over foreign spheres of influence | The Syrian Army Chief of Staff informs the Lebanese Prime Minister about fears of foreign influence. | Communicatio,EventCluster,Event,,,1.0,
EVENT_CLUSTER:402,Discussion on US aid for Cominform refugees | Minister Rankovic expressed interest in US aid for Cominform refugees during a discussion with Ambassador Allen. |,EventCluster,Event,,,1.0,
EVENT_CLUSTER:403,First Western meeting with Adenauer | The first meeting of the three Western Foreign Ministers and Chancellor Adenauer where a General Agreement for West German,EventCluster,Event,,,1.0,
EVENT_CLUSTER:404,Lebanese President's appeal for help | The Lebanese President appealed to the British Minister for help against Egypt. | Communication | 1951-11-27,EventCluster,Event,,,1.0,
EVENT_CLUSTER:405,Egyptian Minister's disappointment | The Egyptian Minister expressed disappointment over the lack of US mediation in the Suez dispute. | Communication | 1951-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:406,Cessation of coal deliveries | Poland ceases coal deliveries to Denmark and Austria due to unmet trade agreements. | EconomicAction | November 1951,EventCluster,Event,,,1.0,
EVENT_CLUSTER:407,Return of the Thai King | The Thai King is presumed to be en route by ship from Singapore to Bangkok. | Travel,EventCluster,Event,,,1.0,
EVENT_CLUSTER:408,Changes in Nepalese government | Changes in the government of Nepal leading to the ousting of the Rana regime. | PolicyAction | 1951-01-01,EventCluster,Event,,,1.0,
EVENT_CLUSTER:409,UN meeting | Meeting where West Germany seeks a hearing on unity before the ad hoc committee. | Meeting | 1951-11-30,EventCluster,Event,,,1.0,
EVENT_CLUSTER:410,Thai coup | A coup in Thailand motivated by military interests to control the King's powers. | Other | 1951-12-02,EventCluster,Event,,,1.0,
EVENT_CLUSTER:411,Greece's election effort | Efforts to secure votes for Greece's election to the Security Council | Negotiation | 1951-12-11,EventCluster,Event,,,3.0,
EVENT_CLUSTER:412,Protest against US Mutual Security Act | Notes protesting the US Mutual Security Act sent by multiple Eastern European countries. | Communication,EventCluster,Event,,,2.0,
EVENT_CLUSTER:413,Soviet Charges on Remilitarization | The Soviet representative repeated charges regarding the remilitarization of Austria by Western powers. | Communication | 1,EventCluster,Event,,,1.0,
EVENT_CLUSTER:414,Criticism of MacDonald's policy | General Briggs criticized MacDonald's pro-Chinese policy in an interview with the US Consul. | Communication | 1951-12-06,EventCluster,Event,,,1.0,
EVENT_CLUSTER:415,Imposition of British restrictions | New restrictions imposed by British military authorities leading to reduced oil supplies for Egypt. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:416,Resignation of Sudanese members | Resignation of six Sudanese members from the Constitutional Commission. | Other | 1951-12-08,EventCluster,Event,,,1.0,
EVENT_CLUSTER:417,Soviet ultimatum to Iran | The USSR has given Iran until December 11 to decide on requesting assistance. | Communication | 1951-12-11,EventCluster,Event,,,1.0,
EVENT_CLUSTER:418,Sighted aircraft | US reconnaissance bomber observed swept-wing aircraft on an airfield | Other | 1951-12-07,EventCluster,Event,,,2.0,
EVENT_CLUSTER:419,NATO military program discussion | NATO working group discusses economic and military capabilities of member countries. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:420,Meeting of the Executive Committee of the Allied Council for Austria | The Soviet representative proposed a relaxation of censorship controls. | Meeting | 1951-,EventCluster,Event,,,1.0,
EVENT_CLUSTER:421,Italian envoy's assessment | Italian Ambassador believes Kremlin does not expect US attack. | Communication,EventCluster,Event,,,1.0,
EVENT_CLUSTER:422,Churchill addresses Adenauer | Churchill allays Adenauer's suspicions of a Western deal with the USSR. | Communication,EventCluster,Event,,,5.0,
EVENT_CLUSTER:423,US aid to Iran | Continued US aid to Iran amidst political challenges. | PolicyAction | 1951-12-14,EventCluster,Event,,,1.0,
EVENT_CLUSTER:424,French opposition to NATO-EDC meeting | French resistance to a joint meeting of NATO and EDC delegates. | Meeting | 1951-12-14,EventCluster,Event,,,1.0,
EVENT_CLUSTER:425,French position on security controls | The French insisted on handling security controls through contractual arrangements. | PolicyAction | 1951-12-23,EventCluster,Event,,,4.0,
EVENT_CLUSTER:426,Change in Conference Participation | The leader of the French Christian Workers Confederation communicated a change in their decision regarding the Moscow Econo,EventCluster,Event,,,1.0,
EVENT_CLUSTER:427,Meeting Invitation Refusal | The leader of the French Christian Workers Confederation refused an invitation for a meeting from a Soviet UN delegate. | Communica,EventCluster,Event,,,1.0,
EVENT_CLUSTER:428,Conversation about US plane incident | Finnish Charge d'Affaires informs US Legation about a conversation regarding the US plane incident. | Communication | 195,EventCluster,Event,,,1.0,
EVENT_CLUSTER:429,Request for commodity credits | The American Ambassador urges the Export-Import Bank to provide commodity credits to Spain. | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:430,Iranian Minister suggests American aid | The Iranian Minister of National Economy communicated a preference for American help in developing foreign trade. | Com,EventCluster,Event,,,1.0,
EVENT_CLUSTER:431,MIG-15 strength report | Report on the growing strength of MIG-15s on the Korea-Manchuria border. | Other | 1951-12-18,EventCluster,Event,,,1.0,
EVENT_CLUSTER:432,West Germans seek abolition of labor units | West Germans are seeking to abolish labor units that support Allied forces. | PolicyAction | 1951-12-18,EventCluster,Event,,,1.0,
EVENT_CLUSTER:433,Traffic from Sinkiang | Arrival of Kazakh tribesmen and trade caravans from Sinkiang. | Travel | September to November 1951,EventCluster,Event,,,1.0,
EVENT_CLUSTER:434,Rejection of Tunisian petition | The French Cabinet rejected the Tunisian petition for a greater share in government. | PolicyAction | 1951-12-19,EventCluster,Event,,,1.0,
EVENT_CLUSTER:435,Concern over safety of Western diplomats | Ambassador Briggs expressed concern about the safety of Western diplomats following the arrest of two British Embassy,EventCluster,Event,,,1.0,
EVENT_CLUSTER:436,Pella's speech on financial policy | Pella discusses Italian financial policy and defense efforts | Speech,EventCluster,Event,,,1.0,
EVENT_CLUSTER:437,France's concern over trade liberalization | France fears the collapse of the European trade liberalization program | PolicyAction,EventCluster,Event,,,1.0,
EVENT_CLUSTER:438,Denmark's request to sell tanker | Denmark formally requested the US to approve the sale of a tanker to Poland in exchange for coal. | Negotiation | 1951-12-21,EventCluster,Event,,,1.0,
EVENT_CLUSTER:439,Lebanese parliamentary leader's concern | The Lebanese parliamentary leader expressed concern over British and French agreement. | Communication | 1951-12-23,EventCluster,Event,,,1.0,
EVENT_CLUSTER:440,US Minister's warning | The US Minister warned about the revival of a French sphere of influence. | Communication | 1951-12-23,EventCluster,Event,,,1.0,
EVENT_CLUSTER:441,Egyptian Minister's Credential Presentation Attempt | Egypt's Minister-designate attempted to present credentials to the Libyan King. | Communication | 1951-12-,EventCluster,Event,,,1.0,
EVENT_CLUSTER:442,Netherlands Government Crackdown on Communists | The Netherlands Government extended its list of forbidden organizations for civil servants. | PolicyAction,EventCluster,Event,,,1.0,
