normalized_label,canonical_label_current,mention_count,unique_docs,source_types,example_mentions,in_alias_dictionary
COMEDIE FRANCAISE,COMEDIE FRANCAISE,1,1,Organization,Comedie Francaise,False
COMET,COMET,1,1,Organization,COMET,False
COMIBOL,COMIBOL,1,1,Organization,Comibol,False
COMINFORM COMMUNISTS,COMINFORM,1,1,PoliticalGroup,Cominform Communists,True
COMITE INTERIOR DE COORDINACION,CIC (COMITE INTERIOR DE COORDINACION),1,1,PoliticalGroup,Comite Interior de Coordinacion,True
COMMANDER IN CHIEF OF THE BRITISH MIDDLE EAST LAND FORCES,COMMANDER IN CHIEF OF THE BRITISH MIDDLE EAST LAND FORCES,1,1,Military,Commander in Chief of the British Middle East land forces,False
COMMANDER WINTERTON,GENERAL WINTERTON,1,1,Person,Commander Winterton,True
COMMERCE MINISTER KRISHNAMACHARI,COMMERCE MINISTER KRISHNAMACHARI,1,1,Person,Commerce Minister Krishnamachari,False
COMMERCIAL FEDERATION,COMMERCIAL FEDERATION,1,1,Organization,commercial federation,False
COMMISSION PRESIDENT BOMBOKO,COMMISSION PRESIDENT BOMBOKO,1,1,Person,Commission President Bomboko,False
COMMISSIONER DEJEAN,COMMISSIONER GENERAL DEJEAN,1,1,Person,Commissioner Dejean,True
COMMISSIONER GENERAL DE JEAN,COMMISSIONER GENERAL DEJEAN,1,1,Person,Commissioner General de Jean,True
COMMITTEE FOR NATIONAL UNION,COMMITTEE OF NATIONAL UNION,1,1,PoliticalGroup,Committee for National Union,True
COMMITTEE FOR PUBLIC SECURITY,COMMITTEE FOR PUBLIC SECURITY,1,1,Organization,Committee for Public Security,False
COMMITTEE FOR THE DEFENSE OF NATIONAL INTERESTS (CDNI),COMMITTEE FOR DEFENSE OF NATIONAL INTERESTS (CDNI),1,1,PoliticalGroup,Committee for the Defense of National Interests (CDNI),True
COMMITTEE FOR THE DEFENSE OF THE NATIONAL INTERESTS (CDNI),COMMITTEE FOR DEFENSE OF NATIONAL INTERESTS (CDNI),1,1,PoliticalGroup,Committee for the Defense of the National Interests (CDNI),True
COMMITTEE FOR WORLD YOUTH FRIENDSHIP AND CULTURAL EXCHANGE,COMMITTEE FOR WORLD YOUTH FRIENDSHIP AND CULTURAL EXCHANGE,1,1,Organization,Committee for World Youth Friendship and Cultural Exchange,False
COMMITTEE OF AFRICAN ORGANIZATIONS,COMMITTEE OF AFRICAN ORGANIZATIONS,1,1,Organization,Committee of African Organizations,False
COMMITTEE OF ANTI-COMMUNIST UNIVERSITY STUDENTS,COMMITTEE OF ANTI-COMMUNIST UNIVERSITY STUDENTS,1,1,PoliticalGroup,Committee of Anti-Communist University Students,False
COMMITTEE OF FREE JURISTS,COMMITTEE OF FREE JURISTS,1,1,Organization,Committee of Free Jurists,False
COMMITTEE OF STATE SECURITY,COMMITTEE OF STATE SECURITY,1,1,Organization,Committee of State Security,False
COMMITTEE OF STATE SECURITY (KGB),COMMITTEE OF STATE SECURITY (KGB),1,1,Government,Committee of State Security (KGB),False
COMMON MARKET LEADERS,COMMON MARKET LEADERS,1,1,Organization,Common Market Leaders,False
COMMONWEALTH FINANCE MINISTERS,COMMONWEALTH FINANCE MINISTERS,1,1,PoliticalGroup,Commonwealth Finance Ministers,False
COMMONWEALTH PRIME MINISTERS,COMMONWEALTH PRIME MINISTERS,1,1,PoliticalGroup,Commonwealth prime ministers,False
COMMONWEALTH PRIME MINISTERS CONFERENCE,COMMONWEALTH PRIME MINISTERS CONFERENCE,1,1,Other,Commonwealth Prime Ministers’ Conference,False
COMMONWEALTH RELATIONS SECRETARY SANDYS,COMMONWEALTH RELATIONS SECRETARY SANDYS,1,1,Person,Commonwealth Relations Secretary Sandys,False
COMMONWEALTH SECRETARY DESAI,COMMONWEALTH SECRETARY DESAI,1,1,Person,Commonwealth Secretary Desai,False
COMMONWEALTH SPECIALISTS,COMMONWEALTH SPECIALISTS,1,1,Other,Commonwealth specialists,False
COMMUNIST ADMINISTRATION,COMMUNIST ADMINISTRATION,1,1,PoliticalGroup,Communist administration,False
COMMUNIST AIR UNITS,COMMUNIST AIR UNITS,1,1,Military,Communist air units,False
COMMUNIST CADRES,COMMUNIST CADRES,1,1,PoliticalGroup,Communist cadres,False
COMMUNIST CENTER,COMMUNIST CENTER,1,1,Other,Communist center,False
COMMUNIST CHIEF TOGLIATTI,COMMUNIST CHIEF TOGLIATTI,1,1,Person,Communist chief Togliatti,False
COMMUNIST CHINESE,CHINESE COMMUNIST REGIME,1,1,Government,Communist Chinese,True
COMMUNIST CHINESE RED CROSS,COMMUNIST CHINESE RED CROSS,1,1,Organization,Communist Chinese Red Cross,False
COMMUNIST CONGOLESE PARTY,COMMUNIST CONGOLESE PARTY,1,1,PoliticalGroup,Communist Congolese party,False
COMMUNIST DEPUTIES,COMMUNIST DEPUTIES,1,1,PoliticalGroup,Communist deputies,False
COMMUNIST ELEMENT IN MOROCCO,COMMUNIST ELEMENT IN MOROCCO,1,1,PoliticalGroup,Communist element in Morocco,False
COMMUNIST ELEMENTS IN ETHIOPIA,COMMUNIST ELEMENTS IN ETHIOPIA,1,1,PoliticalGroup,Communist elements in Ethiopia,False
COMMUNIST EXILES,COMMUNIST EXILES,1,1,Other,Communist exiles,False
COMMUNIST FAR EAST,COMMUNIST FAR EAST,1,1,PoliticalGroup,Communist Far East,False
COMMUNIST FORCES IN LAOS,COMMUNIST FORCES IN LAOS,1,1,Military,Communist forces in Laos,False
COMMUNIST FREE GERMAN YOUTH (FDJ),COMMUNIST FREE GERMAN YOUTH (FDJ),1,1,PoliticalGroup,Communist Free German Youth (FDJ),False
COMMUNIST GROUPS,COMMUNIST GROUPS,1,1,PoliticalGroup,Communist groups,False
COMMUNIST GUERRILLA,COMMUNIST GUERRILLA,1,1,PoliticalGroup,Communist guerrilla,False
COMMUNIST GUERRILLAS,COMMUNIST GUERRILLAS,1,1,Military,Communist guerrillas,False
COMMUNIST INSPECTORS,COMMUNIST INSPECTORS,1,1,Other,Communist inspectors,False
COMMUNIST LABOR ELEMENTS,COMMUNIST LABOR ELEMENTS,1,1,PoliticalGroup,Communist labor elements,False
COMMUNIST LABOR FEDERATION,COMMUNIST LABOR FEDERATION,1,1,Organization,Communist labor federation,False
COMMUNIST LABOR GROUPS,COMMUNIST LABOR GROUPS,1,1,PoliticalGroup,Communist labor groups,False
COMMUNIST LABOR SHOCKWORKERS,COMMUNIST LABOR SHOCKWORKERS,1,1,PoliticalGroup,Communist Labor Shockworkers,False
COMMUNIST MOVEMENT,COMMUNIST MOVEMENT,1,1,PoliticalGroup,Communist movement,False
COMMUNIST OKINAWAN PEOPLES PARTY (OPP),COMMUNIST OKINAWAN PEOPLES PARTY (OPP),1,1,PoliticalGroup,Communist Okinawan People's Party (OPP),False
COMMUNIST ORGANIZATIONS,COMMUNIST ORGANIZATIONS,1,1,PoliticalGroup,Communist organizations,False
COMMUNIST PARTISANS,COMMUNIST PARTISANS,1,1,PoliticalGroup,Communist partisans,False
COMMUNIST PARTY (PCV),VENEZUELAN COMMUNIST PARTY,1,1,PoliticalGroup,Communist party (PCV),True
COMMUNIST PARTY (PKI),INDONESIAN COMMUNIST PARTY,1,1,PoliticalGroup,Communist Party (PKI),True
COMMUNIST PARTY CENTRAL COMMITTEE,COMMUNIST PARTY CENTRAL COMMITTEE,1,1,Organization,Communist Party Central Committee,False
COMMUNIST PARTY IN JAPAN,JAPANESE COMMUNIST PARTY,1,1,PoliticalGroup,Communist Party in Japan,True
COMMUNIST PARTY IN VENEZUELA,VENEZUELAN COMMUNIST PARTY,1,1,PoliticalGroup,Communist party in Venezuela,True
COMMUNIST PARTY OF BOLIVIA,COMMUNIST PARTY OF BOLIVIA,1,1,PoliticalGroup,Communist Party of Bolivia,False
COMMUNIST PARTY OF CHINA,COMMUNIST PARTY OF CHINA,1,1,PoliticalGroup,Communist Party of China,False
COMMUNIST PARTY OF COLOMBIA,COMMUNIST PARTY OF COLOMBIA,1,1,PoliticalGroup,Communist Party of Colombia,False
COMMUNIST PARTY OF CYPRUS,COMMUNIST PARTY OF CYPRUS,1,1,PoliticalGroup,Communist party of Cyprus,False
COMMUNIST PARTY OF EGYPT,COMMUNIST PARTY OF EGYPT,1,1,PoliticalGroup,Communist Party of Egypt,False
COMMUNIST PARTY OF GREECE (KKE),COMMUNIST PARTY OF GREECE (KKE),1,1,PoliticalGroup,Communist Party of Greece (KKE),False
COMMUNIST PARTY OF IRAQ (CPI),IRAQI COMMUNIST PARTY,1,1,PoliticalGroup,Communist Party of Iraq (CPI),True
COMMUNIST PARTY OF ITALY,ITALIAN COMMUNIST PARTY,1,1,PoliticalGroup,Communist Party of Italy,True
COMMUNIST PARTY OF LAOS,COMMUNIST PARTY OF LAOS,1,1,PoliticalGroup,Communist Party of Laos,False
COMMUNIST PARTY OF SYRIA,SYRIAN COMMUNIST PARTY,1,1,PoliticalGroup,Communist Party of Syria,True
COMMUNIST PARTY OF THE NETHERLANDS,NETHERLANDS COMMUNIST PARTY,1,1,PoliticalGroup,Communist Party of the Netherlands,True
COMMUNIST PARTY OF YUGOSLAVIA,YUGOSLAV COMMUNIST PARTY,1,1,PoliticalGroup,Communist Party of Yugoslavia,True
COMMUNIST PATHET LAO,COMMUNIST PATHET LAO,1,1,PoliticalGroup,Communist Pathet Lao,False
COMMUNIST POLITBURO,COMMUNIST POLITBURO,1,1,PoliticalGroup,Communist politburo,False
COMMUNIST POPULAR SOCIALIST PARTY (PSP),COMMUNIST POPULAR SOCIALIST PARTY (PSP),1,1,PoliticalGroup,Communist Popular Socialist party (PSP),False
COMMUNIST PRESS,COMMUNIST PRESS,1,1,PoliticalGroup,Communist press,False
COMMUNIST PROPOSALS,COMMUNIST PROPOSALS,1,1,Other,Communist proposals,False
COMMUNIST QUARTERS,COMMUNIST QUARTERS,1,1,PoliticalGroup,Communist quarters,False
COMMUNIST REBELS,COMMUNIST REBELS,1,1,PoliticalGroup,Communist rebels,False
COMMUNIST REGIME,COMMUNIST REGIME,1,1,PoliticalGroup,Communist regime,False
COMMUNIST TROOPS,CHINESE COMMUNIST,1,1,Military,Communist troops,True
COMMUNIST UNDERGROUND,COMMUNIST UNDERGROUND,1,1,PoliticalGroup,Communist underground,False
COMMUNIST VIETNAMESE SOLDIERS,COMMUNIST VIETNAMESE SOLDIERS,1,1,Military,Communist Vietnamese soldiers,False
COMMUNIST YOUTH ORGANIZATION (KISZ),COMMUNIST YOUTH ORGANIZATION (KISZ),1,1,PoliticalGroup,Communist youth organization (KISZ),False
COMMUNIST-BLOC,SOVIET BLOC,1,1,PoliticalGroup,Communist-bloc,True
COMMUNIST-DOMINATED AUTO TRANSPORT WORKERS UNION,COMMUNIST-DOMINATED AUTO TRANSPORT WORKERS UNION,1,1,Organization,Communist-dominated auto transport workers' union,False
COMMUNIST-DOMINATED DOCKWORKERS UNION,COMMUNIST-DOMINATED DOCKWORKERS UNION,1,1,PoliticalGroup,Communist-dominated dockworkers' union,False
COMMUNIST-FRONT EDA,COMMUNIST-FRONT EDA PARTY,1,1,PoliticalGroup,Communist-front EDA,True
COMMUNIST-FRONT EDA PARTY,COMMUNIST-FRONT EDA PARTY,1,1,PoliticalGroup,Communist-front EDA party,False
COMMUNIST-FRONT LABOR ALLIANCE,LABOR ALLIANCE,1,1,PoliticalGroup,Communist-front Labor Alliance,True
COMMUNIST-FRONT PARTY,COMMUNIST-FRONT PARTY,1,1,PoliticalGroup,Communist-front party,False
COMMUNIST-LED CIVILIAN DEFENSE CORPS,COMMUNIST-LED CIVILIAN DEFENSE CORPS,1,1,Organization,Communist-led civilian defense corps,False
COMMUNIST-LED LABOR AND PEASANT GROUPS,COMMUNIST-LED LABOR AND PEASANT GROUPS,1,1,PoliticalGroup,Communist-led labor and peasant groups,False
COMMUNIST-LED LABOR AND YOUTH GROUPS,COMMUNIST-LED LABOR AND YOUTH GROUPS,1,1,PoliticalGroup,Communist-led labor and youth groups,False
COMMUNIST-LED LEFT WING,COMMUNIST-LED LEFT WING,1,1,PoliticalGroup,Communist-led left wing,False
COMMUNIST-LED MINERS,COMMUNIST-LED MINERS,1,1,PoliticalGroup,Communist-led miners,False
COMMUNIST-ORIENTED GROUPS,COMMUNIST-ORIENTED GROUPS,1,1,PoliticalGroup,Communist-oriented groups,False
COMMUNIST-ORIENTED NATIONALIST PARTY,COMMUNIST-ORIENTED NATIONALIST PARTY,1,1,PoliticalGroup,Communist-oriented nationalist party,False
COMMUNIST-PERONISTA,COMMUNIST-PERONISTA,1,1,PoliticalGroup,Communist-Peronista,False
COMMUNISTS AND PRO-COMMUNISTS,COMMUNISTS AND PRO-COMMUNISTS,1,1,PoliticalGroup,Communists and pro-Communists,False
COMMUNISTS IN GUATEMALA,GUATEMALAN COMMUNISTS,1,1,PoliticalGroup,Communists in Guatemala,True
COMMUNITY OF SIX,COMMUNITY OF SIX,1,1,PoliticalGroup,Community of Six,False
COMRADES ULBRICHT AND STOPH,COMRADES ULBRICHT AND STOPH,1,1,Person,Comrades Ulbricht and Stoph,False
"CONAKRY, GUINEA","CONAKRY, GUINEA",1,1,Location,"Conakry, Guinea",False
CONCENTRATION OF POPULAR FORCES (CFP),CONCENTRATION OF POPULAR FORCES,1,1,PoliticalGroup,Concentration of Popular Forces (CFP),True
CONFEDERATION OF COLOMBIAN WORKERS,CONFEDERATION OF COLOMBIAN WORKERS,1,1,Organization,Confederation of Colombian Workers,False
CONFEDERATION OF CUBAN WORKERS,CUBAN WORKERS CONFEDERATION,1,1,Organization,Confederation of Cuban Workers,True
CONFEDERATION OF CUBAN WORKERS (CTC),CUBAN WORKERS CONFEDERATION,1,1,Organization,Confederation of Cuban Workers (CTC),True
CONFEDERATION OF ECUADORAN WORKERS,CONFEDERATION OF ECUADORAN WORKERS,1,1,Organization,Confederation of Ecuadoran Workers,False
CONFEDERATION OF ECUADORAN WORKERS (CTE),CONFEDERATION OF ECUADORAN WORKERS (CTE),1,1,PoliticalGroup,Confederation of Ecuadoran Workers (CTE),False
CONFEDERATION OF LATIN AMERICAN WORKERS (CTAL),CONFEDERATION OF LATIN AMERICAN WORKERS (CTAL),1,1,Organization,Confederation of Latin American Workers (CTAL),False
CONFINDUSTRIA,CONFINDUSTRIA,1,1,Organization,Confindustria,False
CONGO CENTRAL BANK,CONGO CENTRAL BANK,1,1,Organization,Congo Central Bank,False
CONGO INTERNATIONAL DEVELOPMENT CORPORATION,CONGO INTERNATIONAL DEVELOPMENT CORPORATION,1,1,Organization,Congo International Development Corporation,False
CONGO LEGISLATURE,CONGO LEGISLATURE,1,1,Organization,Congo legislature,False
CONGO MINISTER VAN HEMELRIJCK,MINISTER OF THE CONGO VAN HEMELRIJCK,1,1,Person,Congo Minister van Hemelrijck,True
CONGO NATIONAL BANK,CONGO NATIONAL BANK,1,1,Organization,Congo National Bank,False
CONGO NATIONAL MOVEMENT,NATIONAL CONGO MOVEMENT (MNC),1,1,PoliticalGroup,Congo National Movement,True
CONGO NATIONALIST MOVEMENT (MNC),CONGO NATIONALIST MOVEMENT (MNC),1,1,PoliticalGroup,Congo Nationalist Movement (MNC),False
CONGO RESIDENT MINISTER VANDERMEERSCH,CONGO RESIDENT MINISTER VANDERMEERSCH,1,1,Person,Congo Resident Minister Vandermeersch,False
CONGOLESE FACTIONS,CONGOLESE FACTIONS,1,1,PoliticalGroup,Congolese factions,False
CONGOLESE FORCES,CONGOLESE FORCES,1,1,Military,Congolese forces,False
CONGOLESE GOVERNMENT,CONGOLESE GOVERNMENT,1,1,Government,Congolese Government,False
CONGOLESE LEADERS,CONGOLESE LEADERS,1,1,PoliticalGroup,Congolese leaders,False
CONGOLESE NATIONAL MOVEMENT (MNC),NATIONAL CONGO MOVEMENT (MNC),1,1,PoliticalGroup,Congolese National Movement (MNC),True
CONGOLESE PARLIAMENT,CONGOLESE PARLIAMENT,1,1,Government,Congolese parliament,False
CONGRESS PARTY FOR THE INDEPENDENCE OF MADAGASCAR (AKFM),CONGRESS PARTY FOR THE INDEPENDENCE OF MADAGASCAR (AKFM),1,1,PoliticalGroup,Congress party for the Independence of Madagascar (AKFM),False
CONGRESS PARTY WORKING COMMITTEE,CONGRESS PARTY WORKING COMMITTEE,1,1,PoliticalGroup,Congress Party Working Committee,False
CONRADO BECQUER,CONRADO BECQUER,1,1,Person,Conrado Becquer,False
CONSERVATIVE - SOCIAL DEMOCRATIC GOVERNMENT,CONSERVATIVE-SOCIAL DEMOCRATIC GOVERNMENT,1,1,Government,Conservative - Social Democratic government,True
CONSERVATIVE GROUPS,CONSERVATIVE GROUPS,1,1,PoliticalGroup,conservative groups,False
CONSERVATIVE NATIONALIST PARTY,CONSERVATIVE NATIONALIST PARTY,1,1,PoliticalGroup,Conservative Nationalist party,False
CONSERVATIVE REGIME,CONSERVATIVE REGIME,1,1,PoliticalGroup,Conservative regime,False
"CONSERVATIVE, PRO-WESTERN PARTIES","CONSERVATIVE, PRO-WESTERN PARTIES",1,1,PoliticalGroup,"conservative, pro-Western parties",False
CONSERVATIVE-SOCIAL DEMOCRATIC GOVERNMENT,CONSERVATIVE-SOCIAL DEMOCRATIC GOVERNMENT,1,1,Government,Conservative-Social Democratic government,False
CONSOLIDATED BROKERAGE,CONSOLIDATED BROKERAGE,1,1,Organization,Consolidated Brokerage,False
CONSTANTA,CONSTANTA,1,1,Location,Constanta,False
CONSTANTINE GEORGACOPOULOS,CONSTANTINE GEORGACOPOULOS,1,1,Person,Constantine Georgacopoulos,False
CONSTANTINE RENDIS,CONSTANTINE RENDIS,1,1,Person,Constantine Rendis,False
CONSTANZA,CONSTANZA,1,1,Location,Constanza,False
CONSTITUENT ASSEMBLY,CONSTITUENT ASSEMBLY,1,1,Organization,Constituent Assembly,False
CONSTITUTIONAL COMMISSION,CONSTITUTIONAL COMMISSION,1,1,Organization,Constitutional Commission,False
CONSTITUTIONAL COURT,CONSTITUTIONAL COURT,1,1,Other,Constitutional Court,False
CONSTITUTIONAL DEMOCRATIC PARTY,CONSTITUTIONAL DEMOCRATIC PARTY,1,1,PoliticalGroup,Constitutional Democratic party,False
CONSTITUTIONAL UNION,CONSTITUTIONAL UNION PARTY,1,1,PoliticalGroup,Constitutional Union,True
CONSUL GENERAL,CONSUL GENERAL,1,1,Other,Consul General,False
CONSUL GENERAL DRUMRIGHT,CONSUL GENERAL DRUMRIGHT,1,1,Person,Consul General Drumright,False
CONSUL GENERAL STEEVES,CONSUL GENERAL STEEVES,1,1,Person,Consul General Steeves,False
CONSUL GENERAL TYLER,AMERICAN CONSUL GENERAL TYLER,1,1,Person,Consul General Tyler,True
CONTROL YUAN,CONTROL YUAN,1,1,Government,Control Yuan,False
CONVENTION PEOPLES PARTY,CONVENTION PEOPLES PARTY,1,1,PoliticalGroup,Convention People's party,False
CONVENTION PEOPLES PARTY (CPP),CONVENTION PEOPLES PARTY (CPP),1,1,PoliticalGroup,Convention People's Party (CPP),False
COPEI,COPEI,1,1,PoliticalGroup,COPEI,False
COPENHAGEN,COPENHAGEN,1,1,Location,Copenhagen,False
COPPER CONFEDERATION,CHILEAN COPPER WORKERS CONFEDERATION,1,1,Organization,Copper Confederation,True
COPTIC GROUP,COPTIC GROUP,1,1,ReligiousGroup,Coptic group,False
COPY NO. C 75,COPY NO. C 75,1,1,Other,Copy No. C 75,False
CORBINO,CORBINO,1,1,Person,Corbino,False
CORDOBA,CORDOBA,1,1,Location,Cordoba,False
CORDOBA CERNA,CORDOBA CERNA,1,1,Person,Cordoba Cerna,False
CORDOBA GARRISON,CORDOBA GARRISON,1,1,Military,Cordoba garrison,False
CORDOBA PROVINCE,CORDOBA PROVINCE,1,1,Location,Cordoba Province,False
CORDOVA,CORDOVA,1,1,Person,Cordova,False
CORFU,CORFU,1,1,Location,Corfu,False
COSTA RICAN COMMUNISTS,COSTA RICAN COMMUNISTS,1,1,PoliticalGroup,Costa Rican Communists,False
COSTA RICAN EMBASSY,COSTA RICAN EMBASSY,1,1,Location,Costa Rican Embassy,False
COSTA RICAN MILITARY,COSTA RICAN MILITARY,1,1,Military,Costa Rican military,False
COTTBUS,COTTBUS AIRFIELD,1,1,Location,Cottbus,True
COTTBUS AIRFIELD,COTTBUS AIRFIELD,1,1,Location,Cottbus airfield,False
COUNCIL FOR CUBAN LIBERATION,COUNCIL FOR CUBAN LIBERATION,1,1,PoliticalGroup,Council for Cuban Liberation,False
COUNCIL OF ALLIED HIGH COMMISSION,COUNCIL OF ALLIED HIGH COMMISSION,1,1,Organization,Council of Allied High Commission,False
COUNCIL OF AMBASSADORS,COUNCIL OF AMBASSADORS,1,1,Organization,Council of Ambassadors,False
COUNCIL OF EUROPE MINISTERS COMMITTEE,COUNCIL OF EUROPE,1,1,Organization,Council of Europe Ministers' Committee,True
COUNCIL OF FOREIGN TRADE,COUNCIL OF FOREIGN TRADE,1,1,Organization,Council of Foreign Trade,False
COUNCIL OF MINISTERS OF THE USSR,COUNCIL OF MINISTERS,1,1,Government,Council of Ministers of the USSR,True
COUNCIL OF MUTUAL ECONOMIC ASSISTANCE (CEMA),COUNCIL FOR MUTUAL ECONOMIC ASSISTANCE,1,1,Organization,Council of Mutual Economic Assistance (CEMA),True
COUNCIL OF STATE,COUNCIL OF STATE,1,1,Organization,Council of State,False
COUNCIL OF THE FRENCH COMMUNITY,COUNCIL OF THE FRENCH COMMUNITY,1,1,Organization,Council of the French Community,False
COUNSELOR SPROUSE,COUNSELOR SPROUSE,1,1,Person,Counselor Sprouse,False
CPP,CONVENTION PEOPLES PARTY (CPP),1,1,PoliticalGroup,CPP,True
CRAIOVA,CRAIOVA,1,1,Location,Craiova,False
CRAVEIRO LOPES,MARSHAL CRAVEIRO LOPES,1,1,Person,Craveiro Lopes,True
CREVATINI,CREVATINI,1,1,Location,Crevatini,False
CROAT GROUP,CROAT GROUP,1,1,PoliticalGroup,Croat group,False
CROWE,AMBASSADOR CROWE,1,1,Person,Crowe,True
CROWN PRINCE HUSSEIN,CROWN PRINCE HUSSEIN,1,1,Person,Crown Prince Hussein,False
CROWN PRINCE OF MOROCCO,CROWN PRINCE OF MOROCCO,1,1,Person,crown prince of Morocco,False
CRUSADERS OF ISLAM,CRUSADERS OF ISLAM,1,1,ReligiousGroup,Crusaders of Islam,False
CSC COUNCIL OF MINISTERS,CSC COUNCIL OF MINISTERS,1,1,Organization,CSC Council of Ministers,False
CSC COURT OF JUSTICE,CSC COURT OF JUSTICE,1,1,Organization,CSC Court of Justice,False
CSC HIGH AUTHORITY,CSC HIGH AUTHORITY,1,1,Organization,CSC High Authority,False
CSU,CHRISTIAN SOCIAL UNION (CSU),1,1,PoliticalGroup,CSU,True
CUADRA,CUADRA,1,1,Person,Cuadra,False
CUBA ARMY,CUBAN ARMY,1,1,Military,Cuba Army,True
CUBAN AMBASSADOR,CUBAN AMBASSADOR,1,1,Person,Cuban ambassador,False
CUBAN AMBASSADOR IN HAITI,CUBAN AMBASSADOR IN HAITI,1,1,Person,Cuban ambassador in Haiti,False
CUBAN AMERICAN NICKEL COMPANY,CUBAN AMERICAN NICKEL COMPANY,1,1,Organization,Cuban American Nickel Company,False
CUBAN ARMED FORCES,CUBAN ARMED FORCES,1,1,Military,Cuban armed forces,False
CUBAN CHARGÉ,CUBAN CHARGÉ,1,1,Person,Cuban chargé,False
CUBAN CLERGY,CUBAN CLERGY,1,1,ReligiousGroup,Cuban clergy,False
CUBAN COAST GUARD,CUBAN COAST GUARD,1,1,Military,Cuban Coast Guard,False
CUBAN COMMUNIST PRESS,CUBAN COMMUNIST PRESS,1,1,Organization,Cuban Communist press,False
CUBAN COMMUNIST YOUTH CONGRESS,CUBAN COMMUNIST YOUTH CONGRESS,1,1,Other,Cuban Communist youth congress,False
CUBAN COMMUNISTS,CUBAN COMMUNISTS,1,1,PoliticalGroup,Cuban Communists,False
CUBAN COMMUNISTS POPULAR SOCIALIST PARTY,CUBAN COMMUNISTS POPULAR SOCIALIST PARTY,1,1,PoliticalGroup,Cuban Communists' Popular Socialist party,False
CUBAN CONFEDERATION OF LABOR (CTC),CUBAN WORKERS CONFEDERATION,1,1,Organization,Cuban Confederation of Labor (CTC),True
CUBAN CONFEDERATION OF WORKERS (CTC),CUBAN WORKERS CONFEDERATION,1,1,Organization,Cuban Confederation of Workers (CTC),True
CUBAN DIPLOMATS,CUBAN DIPLOMATS,1,1,Organization,Cuban diplomats,False
CUBAN ECONOMY,CUBAN ECONOMY,1,1,Other,Cuban economy,False
CUBAN EMBASSIES,CUBAN EMBASSIES,1,1,Organization,Cuban embassies,False
CUBAN EMBASSY IN PANAMA,CUBAN EMBASSY,1,1,Organization,Cuban Embassy in Panama,True
CUBAN EMBASSY IN QUITO,CUBAN EMBASSY,1,1,Organization,Cuban Embassy in Quito,True
CUBAN FOREIGN MINISTER ROA,CUBAN FOREIGN MINISTER ROA,1,1,Person,Cuban Foreign Minister Roa,False
CUBAN LABOR LEADER,CUBAN LABOR LEADER,1,1,Person,Cuban labor leader,False
CUBAN MILITARY ELEMENTS,CUBAN MILITARY ELEMENTS,1,1,Military,Cuban military elements,False
CUBAN MILITIA,CUBAN MILITIA,1,1,Military,Cuban Militia,False
CUBAN NATIONAL BANK,NATIONAL BANK OF CUBA,1,1,Organization,Cuban National Bank,True
CUBAN NATIONAL DAY,CUBAN NATIONAL DAY,1,1,Other,Cuban National Day,False
CUBAN NATIONAL ECONOMIC COUNCIL,CUBAN NATIONAL ECONOMIC COUNCIL,1,1,Organization,Cuban National Economic Council,False
CUBAN PETROLEUM INSTITUTE,CUBAN PETROLEUM INSTITUTE,1,1,Organization,Cuban Petroleum Institute,False
CUBAN PRESS,CUBAN PRESS,1,1,Organization,Cuban press,False
CUBAN PRIME MINISTER CASTRO,PRIME MINISTER CASTRO,1,1,Person,Cuban Prime Minister Castro,True
CUBAN PROBLEM,CUBAN PROBLEM,1,1,Other,Cuban Problem,False
CUBAN RADIO STATION,CUBAN RADIO STATION,1,1,Organization,Cuban radio station,False
CUBAN REVOLUTIONARIES,CUBAN REVOLUTIONARIES,1,1,PoliticalGroup,Cuban revolutionaries,False
CUBAN REVOLUTIONARY COUNCIL,CUBAN REVOLUTIONARY COUNCIL,1,1,PoliticalGroup,Cuban Revolutionary Council,False
CUBAN SECURITY AUTHORITIES,CUBAN SECURITY AUTHORITIES,1,1,Government,Cuban security authorities,False
CUBAN STUDENT AGITATOR,CUBAN STUDENT AGITATOR,1,1,Person,Cuban student agitator,False
CUBAN SUGAR INSTITUTE,CUBAN SUGAR INSTITUTE,1,1,Organization,Cuban Sugar Institute,False
CUBAN WORKERS CONFEDERATION (CTC),CUBAN WORKERS CONFEDERATION,1,1,Organization,Cuban Workers' Confederation (CTC),True
CUBAN-BACKED REBELS,CUBAN-BACKED REBELS,1,1,Other,Cuban-backed rebels,False
CUBAN-CHINESE FRIENDSHIP ASSOCIATION,CUBAN-CHINESE FRIENDSHIP ASSOCIATION,1,1,Organization,Cuban-Chinese Friendship Association,False
CUBAN-LED EXILE GROUP,CUBAN-LED EXILE GROUP,1,1,PoliticalGroup,Cuban-led exile group,False
CUBAN-SUPPORTED REBEL GROUPS,CUBAN-SUPPORTED REBEL GROUPS,1,1,Other,Cuban-supported rebel groups,False
CUBAN-SUPPORTED REVOLUTIONARY FORCES,CUBAN-SUPPORTED REVOLUTIONARY FORCES,1,1,PoliticalGroup,Cuban-supported revolutionary forces,False
CUBAN-VENEZUELAN RELATIONS,CUBAN-VENEZUELAN RELATIONS,1,1,Other,Cuban-Venezuelan relations,False
