normalized_label,canonical_label_current,mention_count,unique_docs,unique_paragraphs,source_types,primary_type,example_mentions,example_descriptions,top_co_mentions,context_text,in_alias_dictionary
USSR,USSR,103,41,102,Country; Government,Country,USSR,"Former country, now Russia and other states; Soviet Union, involved in international relations and party congress.; The country with which the Dominican Republic desires to re-establish diplomatic relations.; Gained prestige for pro-Lumumba position; Country with which Nigeria sought to establish diplomatic relations; Accused of carrying military personnel to Pathet Lao forces.; Country involved in airlift support; Country endorsing a proposal for a conference on Laos.",LAOS; COMMUNIST CHINA; PEIPING; KHRUSHCHEV; CONGO; PATHET LAO; SOUVANNA PHOUMA; UAR; NORTH VIETNAM; CUBA; EAST GERMANY; UNITED STATES,"USSR || Country Government || LAOS COMMUNIST CHINA PEIPING KHRUSHCHEV CONGO PATHET LAO SOUVANNA PHOUMA UAR NORTH VIETNAM CUBA || Former country, now Russia and other states Soviet Union, involved in international relations and party congress. The country with which the Dominican Republic desires to re-establish diplomatic relations. Gained prestige for pro-Lumumba position Country with which Nigeria sought to establish diplomatic relations Accused of carrying military personnel to Pathet Lao forces.",False
KENNEDY ADMINISTRATION,KENNEDY ADMINISTRATION,2,2,2,Government; Organization,Organization,Kennedy administration,The Kennedy administration is praised for its impact on Western policy.; The administration of President John F. Kennedy.,SOVIET UNION; DEPARTMENT OF DEFENSE; DEPARTMENT OF JUSTICE; DEPARTMENT OF STATE; EAST GERMANY; FEDERAL BUREAU OF INVESTIGATION; KHRUSHCHEV; MAYOR BRANDT; NATIONAL SECURITY AGENCY; UNITED STATES; UNITED STATES INFORMATION AGENCY; CHINESE NATIONALIST TROOPS,KENNEDY ADMINISTRATION || Government Organization || SOVIET UNION DEPARTMENT OF DEFENSE DEPARTMENT OF JUSTICE DEPARTMENT OF STATE EAST GERMANY FEDERAL BUREAU OF INVESTIGATION KHRUSHCHEV MAYOR BRANDT NATIONAL SECURITY AGENCY UNITED STATES || The Kennedy administration is praised for its impact on Western policy. The administration of President John F. Kennedy.,False
KIBWE,KIBWE,2,2,2,Person,Person,Kibwe,Colonel Trinquier's chief supporter in the government.; Deputy of Tshombé,DELVAUX; HAMMARSKJOLD; KASAVUBU; LEOPOLDVILLE; TRINQUIER; TSHOMBÉ; BOMBOKO; COMMUNIST CHINA; ELISABETHVILLE; LEOPOLDVILLE GOVERNMENT; LOWER CONGO; MCKEOWN,KIBWE || Person || DELVAUX HAMMARSKJOLD KASAVUBU LEOPOLDVILLE TRINQUIER TSHOMBÉ BOMBOKO COMMUNIST CHINA ELISABETHVILLE LEOPOLDVILLE GOVERNMENT || Colonel Trinquier's chief supporter in the government. Deputy of Tshombé,False
KING MOHAMED V,KING MOHAMED V,2,2,2,Person,Person,King Mohamed V,King of Morocco who refused Soviet technicians.; King of Morocco during the time of the events,MOROCCO; DE GAULLE; FERHAT ABBAS; LEOPOLDVILLE GROUP; LUMUMBA REGIME; PHILIPPINES; SEATO; STANLEYVILLE; TYURA TAM; USSR; CAIRO; CHANG MYON,KING MOHAMED V || Person || MOROCCO DE GAULLE FERHAT ABBAS LEOPOLDVILLE GROUP LUMUMBA REGIME PHILIPPINES SEATO STANLEYVILLE TYURA TAM USSR || King of Morocco who refused Soviet technicians. King of Morocco during the time of the events,False
KONG LE FORCES,KONG LE FORCES,2,2,2,Military,Military,Kong Le forces,Forces defending the area in Laos.; Military group in Laos regarded as separate by Souvanna Phouma.,BELGIAN TRUST TERRITORY OF RUANDA-URUNDI; CROWN PRINCE MOULAY HASSAN; GIZENGA; HAMMARSKJOLD; MOROCCAN GOVERNMENT; NORTH VIETNAMESE; PHOUMIS FORCES; RAJESHWAR DAYAL; UAR; UN; AMERICAN EMBASSY; BOUN OUM,KONG LE FORCES || Military || BELGIAN TRUST TERRITORY OF RUANDA-URUNDI CROWN PRINCE MOULAY HASSAN GIZENGA HAMMARSKJOLD MOROCCAN GOVERNMENT NORTH VIETNAMESE PHOUMIS FORCES RAJESHWAR DAYAL UAR UN || Forces defending the area in Laos. Military group in Laos regarded as separate by Souvanna Phouma.,False
KOSYGIN,KOSYGIN,2,2,2,Person,Person,Kosygin,"First Deputy Premier of the USSR, mentioned in relation to Khrushchev's attendance at the UN General Assembly.; Soviet Deputy Premier providing guidance to Algerians.",ARAB LEAGUE; AUSTRIA; CEYLON; CONGO; DOMINICAN REPUBLIC; ITALY; KHRUSHCHEV; PHOU KHOUN; SOUTH KOREA; TRUJILLO; UN GENERAL ASSEMBLY; USSR,"KOSYGIN || Person || ARAB LEAGUE AUSTRIA CEYLON CONGO DOMINICAN REPUBLIC ITALY KHRUSHCHEV PHOU KHOUN SOUTH KOREA TRUJILLO || First Deputy Premier of the USSR, mentioned in relation to Khrushchev's attendance at the UN General Assembly. Soviet Deputy Premier providing guidance to Algerians.",False
LEOPOLDVILLE REGIME,LEOPOLDVILLE REGIME,2,2,2,Government,Government,Leopoldville regime,The government in Congo that is apprehensive about UN actions.; Government in Congo,HAMMARSKJOLD; UN; BRITISH AMBASSADOR; CONGO; ELISABETHVILLE AIRPORT; KAMINA; KUZNETSOV; MATADI; NIGERIAN POLICE; PHNOM PENH; PRINCE SIHANOUK; SOVIET UNION,LEOPOLDVILLE REGIME || Government || HAMMARSKJOLD UN BRITISH AMBASSADOR CONGO ELISABETHVILLE AIRPORT KAMINA KUZNETSOV MATADI NIGERIAN POLICE PHNOM PENH || The government in Congo that is apprehensive about UN actions. Government in Congo,False
LIBERIA,LIBERIA,2,2,2,Country,Country,Liberia,Country willing to supply additional military aid to the UN force.; Country whose President Tubman is mentioned.,CONGO; LAOS; LUMUMBA; CHIANG KAI-SHEK; GIZENGA; HAMMARSKJOLD; KONG LE/PATHET LAO; MALAYA; NIGERIAN PLAN; PHOU KHOUN; PLAINE DES JARRES; REPUBLIC OF TOGO,LIBERIA || Country || CONGO LAOS LUMUMBA CHIANG KAI-SHEK GIZENGA HAMMARSKJOLD KONG LE/PATHET LAO MALAYA NIGERIAN PLAN PHOU KHOUN || Country willing to supply additional military aid to the UN force. Country whose President Tubman is mentioned.,False
LONDON,LONDON,2,2,2,Location,Location,London,Location where an East German trade mission is expected to come.; The city where the Commonwealth Prime Ministers’ Conference is to be held.,GIZENGA; CHANG MYON GOVERNMENT; EAST GERMANY; KASAVUBU/MOBUTU GOVERNMENT; NASIR; NORTH KOREA; TSHOMBE REGIME; UAR NATIONAL ASSEMBLY; WEST BERLIN; WEST GERMAN FOREIGN MINISTRY; ADENAUER; AFRICAN EXILE GROUPS,LONDON || Location || GIZENGA CHANG MYON GOVERNMENT EAST GERMANY KASAVUBU/MOBUTU GOVERNMENT NASIR NORTH KOREA TSHOMBE REGIME UAR NATIONAL ASSEMBLY WEST BERLIN WEST GERMAN FOREIGN MINISTRY || Location where an East German trade mission is expected to come. The city where the Commonwealth Prime Ministers’ Conference is to be held.,False
LUMUMBA REGIME,LUMUMBA REGIME,2,2,2,PoliticalGroup,PoliticalGroup,Lumumba regime,"Pro-Lumumba regime in Stanleyville, Congo.; Pro-Lumumba regime in Stanleyville meeting with success",STANLEYVILLE; DE GAULLE; FERHAT ABBAS; KING MOHAMED V; LEOPOLDVILLE GROUP; MOROCCO; PHILIPPINES; SEATO; TYURA TAM; USSR; ANIBAL PORTILLO; CONGO,"LUMUMBA REGIME || PoliticalGroup || STANLEYVILLE DE GAULLE FERHAT ABBAS KING MOHAMED V LEOPOLDVILLE GROUP MOROCCO PHILIPPINES SEATO TYURA TAM USSR || Pro-Lumumba regime in Stanleyville, Congo. Pro-Lumumba regime in Stanleyville meeting with success",False
LUMUMBA SUPPORTERS,LUMUMBA SUPPORTERS,2,2,2,PoliticalGroup,PoliticalGroup,Lumumba supporters,Supporters of the former Congolese Prime Minister Lumumba.; Received a monetary grant from the Chinese Communists.,KASAVUBU; GIZENGAS REGIME; MOBUTU; PRESIDENT NASIR; UNITED ARAB REPUBLIC; AMBASSADOR TIMBERLAKE; B. P. KOIRALA; CHOU; COMMUNISTS; GIZENGA; ILEO; KING MAHENDRA,LUMUMBA SUPPORTERS || PoliticalGroup || KASAVUBU GIZENGAS REGIME MOBUTU PRESIDENT NASIR UNITED ARAB REPUBLIC AMBASSADOR TIMBERLAKE B. P. KOIRALA CHOU COMMUNISTS GIZENGA || Supporters of the former Congolese Prime Minister Lumumba. Received a monetary grant from the Chinese Communists.,False
MACLEOD,MACLEOD,2,2,2,Person,Person,Macleod,Britain's Colonial Secretary announcing a new constitution.; A British official involved in the negotiations regarding Tanganyika.,COLONIAL OFFICE; COMMONWEALTH RELATIONS OFFICE; DOMINION PARTY; JOSHUA NKOMO; MINISTRY OF DEFENSE; NORTHERN RHODESIA; NYASALAND; SANDYS; SOUTHERN RHODESIA; THE FEDERATION; AFRICAN NATIONAL CONGRESS (ANC); BANK OF CHINA,MACLEOD || Person || COLONIAL OFFICE COMMONWEALTH RELATIONS OFFICE DOMINION PARTY JOSHUA NKOMO MINISTRY OF DEFENSE NORTHERN RHODESIA NYASALAND SANDYS SOUTHERN RHODESIA THE FEDERATION || Britain's Colonial Secretary announcing a new constitution. A British official involved in the negotiations regarding Tanganyika.,False
MCKEOWN,MCKEOWN,2,2,2,Person,Person,McKeown,UN Commanding General working with Bomboko.; UN military commander.,HAMMARSKJOLD; BOMBOKO; COMMUNIST CHINA; DELVAUX; ELISABETHVILLE; KASAVUBU; KIBWE; LEOPOLDVILLE; LEOPOLDVILLE GOVERNMENT; LOWER CONGO; NORTH VIETNAM; PEIPING,MCKEOWN || Person || HAMMARSKJOLD BOMBOKO COMMUNIST CHINA DELVAUX ELISABETHVILLE KASAVUBU KIBWE LEOPOLDVILLE LEOPOLDVILLE GOVERNMENT LOWER CONGO || UN Commanding General working with Bomboko. UN military commander.,False
MESSALI HADJ,MESSALI HADJ,2,2,2,Person,Person,Messali Hadj,Leader of the moderate Algerian Nationalist Movement.; Leader of the Algerian National Movement.,CHARLES DE GAULLE; FERHAT ABBAS; FRONT FOR FRENCH ALGERIA; MOHAMMED BEN BELLA; PROVISIONAL ALGERIAN GOVERNMENT; US EMBASSY IN TUNIS; ALGERIAN NATIONAL MOVEMENT (MNA); BURMA; FRENCH GOVERNMENT; LAI MING-TANG; PAG; THAILAND,MESSALI HADJ || Person || CHARLES DE GAULLE FERHAT ABBAS FRONT FOR FRENCH ALGERIA MOHAMMED BEN BELLA PROVISIONAL ALGERIAN GOVERNMENT US EMBASSY IN TUNIS ALGERIAN NATIONAL MOVEMENT (MNA) BURMA FRENCH GOVERNMENT LAI MING-TANG || Leader of the moderate Algerian Nationalist Movement. Leader of the Algerian National Movement.,False
MOHAMED V,MOHAMED V,2,2,2,Person,Person,Mohamed V,King of Morocco; King of Morocco mentioned in relation to Gizenga's request.,NASIR; POLAND; AMERICAN EMBASSY IN TUNIS; BOURGUIBA; CEYLON; COLOMBO; CZECHOSLOVAKIA; DEFENSE LOAN FUND; MASMOUDI; MRS. BANDARANAIKE; PEIPING; SOVIET UNION,MOHAMED V || Person || NASIR POLAND AMERICAN EMBASSY IN TUNIS BOURGUIBA CEYLON COLOMBO CZECHOSLOVAKIA DEFENSE LOAN FUND MASMOUDI MRS. BANDARANAIKE || King of Morocco King of Morocco mentioned in relation to Gizenga's request.,False
MOHAMMED BEN BELLA,MOHAMMED BEN BELLA,2,2,2,Person,Person,Mohammed Ben Bella,Rebel deputy premier captured by the French.; FLN Deputy Premier and imprisoned rebel chief.,FERHAT ABBAS; CHARLES DE GAULLE; FRONT FOR FRENCH ALGERIA; MESSALI HADJ; PROVISIONAL ALGERIAN GOVERNMENT; US EMBASSY IN TUNIS; BOURGUIBA; DE GAULLE; GENERAL ABBOUD; MAJOR GENERAL HASAN BASHIR NASR; SUDANESE MILITARY GOVERNMENT; SUPREME MILITARY COUNCIL,MOHAMMED BEN BELLA || Person || FERHAT ABBAS CHARLES DE GAULLE FRONT FOR FRENCH ALGERIA MESSALI HADJ PROVISIONAL ALGERIAN GOVERNMENT US EMBASSY IN TUNIS BOURGUIBA DE GAULLE GENERAL ABBOUD MAJOR GENERAL HASAN BASHIR NASR || Rebel deputy premier captured by the French. FLN Deputy Premier and imprisoned rebel chief.,False
MULELE,MULELE,2,2,2,Person,Person,Mulele,Cairo representative of Gizenga; Gizenga's representative in Cairo.,CONGO; GIZENGA; LEOPOLDVILLE; STANLEYVILLE; BALUBA; ELISABETHVILLE; HANOI; MALI; MOSCOW; NAM BAC; OMSK; PRESIDENT DIEM,MULELE || Person || CONGO GIZENGA LEOPOLDVILLE STANLEYVILLE BALUBA ELISABETHVILLE HANOI MALI MOSCOW NAM BAC || Cairo representative of Gizenga Gizenga's representative in Cairo.,False
NATIONAL LIBERATION FRONT,NATIONAL LIBERATION FRONT,2,2,2,PoliticalGroup,PoliticalGroup,National Liberation Front,A political organization in South Vietnam.; A political group in South Vietnam associated with the Communist movement.,HO CHI MINH; LE DUAN; MOROCCO; NGUYEN CHI THANH; SOUTH VIETNAM; SPAIN; SPANISH SAHARA; TRUONG CHINH; VO NGUYEN GIAP; DIEM GOVERNMENT; LIBERATION ARMY OF SOUTH VIETNAM; PHAN HUY QUAT,NATIONAL LIBERATION FRONT || PoliticalGroup || HO CHI MINH LE DUAN MOROCCO NGUYEN CHI THANH SOUTH VIETNAM SPAIN SPANISH SAHARA TRUONG CHINH VO NGUYEN GIAP DIEM GOVERNMENT || A political organization in South Vietnam. A political group in South Vietnam associated with the Communist movement.,False
NATIONAL UNION,NATIONAL UNION,2,2,2,PoliticalGroup,PoliticalGroup,National Union,Regime's political group that held a monopoly in the National Assembly.; The only legal political party mentioned.,SALAZAR; ANGOLA; DELGADO; GALVAO; PORTUGAL; SANTA MARIA; UNITED STATES; AFRO-ASIAN BLOC; ANTONIO PINTO BARBOSA; COMMUNIST CHINA; IKEDA; LIBERAL-DEMOCRATIC PARTY (LDP),NATIONAL UNION || PoliticalGroup || SALAZAR ANGOLA DELGADO GALVAO PORTUGAL SANTA MARIA UNITED STATES AFRO-ASIAN BLOC ANTONIO PINTO BARBOSA COMMUNIST CHINA || Regime's political group that held a monopoly in the National Assembly. The only legal political party mentioned.,False
NEO LAO HAK SAT (NLHS),NEO LAO HAK SAT (NLHS),2,2,2,PoliticalGroup,PoliticalGroup,Neo Lao Hak Sat (NLHS),Pathet Lao political front; Political arm of the Pathet Lao.,USSR; BOUN OUM GOVERNMENT; COMMUNIST CHINA; KONG LE - PATHET LAO FORCES; LAOTIAN GOVERNMENT; SOUVANNA PHOUMA; VIENTIANE; AMBASSADOR BROWN; AMBASSADOR THOMPSON; BURMA; CAMBODIA; GENERAL PHOUMI,NEO LAO HAK SAT (NLHS) || PoliticalGroup || USSR BOUN OUM GOVERNMENT COMMUNIST CHINA KONG LE - PATHET LAO FORCES LAOTIAN GOVERNMENT SOUVANNA PHOUMA VIENTIANE AMBASSADOR BROWN AMBASSADOR THOMPSON BURMA || Pathet Lao political front Political arm of the Pathet Lao.,False
NU,NU,2,2,2,Person,Person,Nu,"Political figure in Burma, leader of the Union party.; Former leader whose administration was considered ineffectual by Ne Win.",ALGERIA; ANTI-FASCIST PEOPLES FREEDOM LEAGUE; DE GAULLE; FRANCE; GUILLAUME; KYAW DUN; MARSHAL ALPHONSE JUIN; UNION PARTY; AUNG GYI; AUNG SHWE; BELGIAN MILITARY ADVISERS; BRITISH FOREIGN OFFICE,"NU || Person || ALGERIA ANTI-FASCIST PEOPLES FREEDOM LEAGUE DE GAULLE FRANCE GUILLAUME KYAW DUN MARSHAL ALPHONSE JUIN UNION PARTY AUNG GYI AUNG SHWE || Political figure in Burma, leader of the Union party. Former leader whose administration was considered ineffectual by Ne Win.",False
ORGANIZATION OF AMERICAN STATES,ORGANIZATION OF AMERICAN STATES,2,2,2,Organization,Organization,Organization of American States,Regional organization for cooperation among the Americas.; The organization to which Venezuela presented charges against the Dominican Republic.,CHILE; COL. CASTILLO NAVARRETE; HAVANA; PRESIDENT JORGE ALESSANDRI; SALVADORAN JUNTA; US EMBASSY; USSR; ARMED FORCES; COLOMBIAN GOVERNMENT; DOMINICAN REPUBLIC; PRESIDENT BETANCOURT; PRO-CASTRO ELEMENTS,ORGANIZATION OF AMERICAN STATES || Organization || CHILE COL. CASTILLO NAVARRETE HAVANA PRESIDENT JORGE ALESSANDRI SALVADORAN JUNTA US EMBASSY USSR ARMED FORCES COLOMBIAN GOVERNMENT DOMINICAN REPUBLIC || Regional organization for cooperation among the Americas. The organization to which Venezuela presented charges against the Dominican Republic.,False
PAZ ESTENSSORO,PAZ ESTENSSORO,2,2,2,Person,Person,Paz Estenssoro,"President of Bolivia; President of Bolivia, discussing economic aid.",BOLIVIA; UAR; USSR; COMMUNIST CHINA; CONGO; CZECHOSLOVAKIA; GIZENGA; MOBUTU; UNITED STATES; WEST GERMANY; ARAB LEAGUE; ETHIOPIA,"PAZ ESTENSSORO || Person || BOLIVIA UAR USSR COMMUNIST CHINA CONGO CZECHOSLOVAKIA GIZENGA MOBUTU UNITED STATES WEST GERMANY || President of Bolivia President of Bolivia, discussing economic aid.",False
PHOUI SANANIKONE,PHOUI SANANIKONE,2,2,2,Person,Person,Phoui Sananikone,Former Premier of Laos seeking to form a new government; Former Premier of Laos mentioned in discussions.,SOUVANNA PHOUMA; BOUN OUM GOVERNMENT; BURMESE ARMY; CHINESE COMMUNIST TROOPS; CONGO; GENERAL PHOUMI; LAOTIAN MILITARY ESTABLISHMENT; NEW CHINA NEWS AGENCY; PATHET LAO; UAR; UK; UNITED STATES,PHOUI SANANIKONE || Person || SOUVANNA PHOUMA BOUN OUM GOVERNMENT BURMESE ARMY CHINESE COMMUNIST TROOPS CONGO GENERAL PHOUMI LAOTIAN MILITARY ESTABLISHMENT NEW CHINA NEWS AGENCY PATHET LAO UAR || Former Premier of Laos seeking to form a new government Former Premier of Laos mentioned in discussions.,False
PHOUMI FORCES,PHOUMI FORCES,2,2,2,Military; PoliticalGroup,Military,Phoumi forces,Forces opposing the Kong Le/Pathet Lao in Laos.; The forces opposed to Pathet Lao in Laos.,ALICAN; BOUN OUM GOVERNMENT; COMMITTEE OF NATIONAL UNION; KONG LE/PATHET LAO FORCES; SINO-SOVIET BLOC; TURKEY; UNITED STATES; CHEN YI; CHINA; COMMUNIST CHINA; HANKOW; PATHET LAO,PHOUMI FORCES || Military PoliticalGroup || ALICAN BOUN OUM GOVERNMENT COMMITTEE OF NATIONAL UNION KONG LE/PATHET LAO FORCES SINO-SOVIET BLOC TURKEY UNITED STATES CHEN YI CHINA COMMUNIST CHINA || Forces opposing the Kong Le/Pathet Lao in Laos. The forces opposed to Pathet Lao in Laos.,False
PHOUMI VONGVICHIT,PHOUMI VONGVICHIT,2,2,2,Person,Person,Phoumi Vongvichit,"Leader of the Pathet Lao, proposed Souvanna's return to Laos.; Influential Pathet Lao leader.",SOUVANNA PHOUMA; XIENG KHOUANG; BOUN OUM; INTERNATIONAL CONTROL COMMISSION (ICC); KONG LE; LAOTIAN NATIONAL MILITARY COMMITTEE; PATHET LAO; PHENG PONGSAVAN; PHNOM PENH; PRINCE SOUPHANNOUVONG; QUINIM PHOLSENA; USSR,"PHOUMI VONGVICHIT || Person || SOUVANNA PHOUMA XIENG KHOUANG BOUN OUM INTERNATIONAL CONTROL COMMISSION (ICC) KONG LE LAOTIAN NATIONAL MILITARY COMMITTEE PATHET LAO PHENG PONGSAVAN PHNOM PENH PRINCE SOUPHANNOUVONG || Leader of the Pathet Lao, proposed Souvanna's return to Laos. Influential Pathet Lao leader.",False
PIERRE MULELE,PIERRE MULELE,2,2,2,Person,Person,Pierre Mulele,Representative of Gizenga in Cairo.; Gizenga's representative in Cairo.,DAR ES SALAAM; GIZENGA; KATANGA; STANLEYVILLE; CONGO; KAMITATU; MOBUTU; TSHOMBÉ; UNITED NATIONS; BOUN OUM; CAIRO; HAMMARSKJOLD,PIERRE MULELE || Person || DAR ES SALAAM GIZENGA KATANGA STANLEYVILLE CONGO KAMITATU MOBUTU TSHOMBÉ UNITED NATIONS BOUN OUM || Representative of Gizenga in Cairo. Gizenga's representative in Cairo.,False
PORTUGUESE AUTHORITIES,PORTUGUESE AUTHORITIES,2,2,2,Government,Government,Portuguese authorities,Authorities in Portugal concerned about the situation in Angola.; The governing body of Portugal.,ANGOLA; SOVIET UNION; ALBANIAN PARTY CONGRESS; CASTRO REGIME; COMMITTEE OF NATIONAL UNION; CUBA; ENVER HOXHA; GREECE; POPULAR SOCIALIST PARTY; REPUBLICAN PEOPLES PARTY; US; YUGOSLAVIA,PORTUGUESE AUTHORITIES || Government || ANGOLA SOVIET UNION ALBANIAN PARTY CONGRESS CASTRO REGIME COMMITTEE OF NATIONAL UNION CUBA ENVER HOXHA GREECE POPULAR SOCIALIST PARTY REPUBLICAN PEOPLES PARTY || Authorities in Portugal concerned about the situation in Angola. The governing body of Portugal.,False
PRESIDENT FRONDIZI,PRESIDENT FRONDIZI,2,2,2,Person,Person,President Frondizi,"President of Argentina, expected to repress any uprising.; President of Argentina whose policies were a point of contention.",ARGENTINA; AFGHANISTAN; CHANCELLOR ADENAUER; CONGO; PAKISTAN; PERONISTA GROUPS; PKI; PUSHTOON TRIBES; STRAUSS; WEST GERMANY; COMMUNIST CHINA; COMMUNIST PARTY,"PRESIDENT FRONDIZI || Person || ARGENTINA AFGHANISTAN CHANCELLOR ADENAUER CONGO PAKISTAN PERONISTA GROUPS PKI PUSHTOON TRIBES STRAUSS WEST GERMANY || President of Argentina, expected to repress any uprising. President of Argentina whose policies were a point of contention.",False
PRESIDENT KASAVUBU,PRESIDENT KASAVUBU,2,2,2,Person,Person,President Kasavubu,President of the Congo who spoke at a political conference.; Claimed allegiance by natives in Angola.,BRAZIL; GOMULKA; ITALY; JANIO QUADROS; KATANGA; LUALABA; POLAND; PORTUGUESE GOVERNMENT; PREMIER FANFANI; SALAZAR REGIME; SUDAN; UN,PRESIDENT KASAVUBU || Person || BRAZIL GOMULKA ITALY JANIO QUADROS KATANGA LUALABA POLAND PORTUGUESE GOVERNMENT PREMIER FANFANI SALAZAR REGIME || President of the Congo who spoke at a political conference. Claimed allegiance by natives in Angola.,False
PRESIDENT NASIR,PRESIDENT NASIR,2,2,2,Person,Person,President Nasir,The President of the United Arab Republic.; President extending control over Syria and planning to issue a new currency.,EAST GERMANY; EL SALVADOR; ISRAEL; MILITARY-CIVILIAN JUNTA; PRESIDENT LEMUS; UAR NATIONAL ASSEMBLY; WEST GERMANY; GIZENGAS REGIME; KASAVUBU; LUMUMBA SUPPORTERS; MOBUTU; UNITED ARAB REPUBLIC,PRESIDENT NASIR || Person || EAST GERMANY EL SALVADOR ISRAEL MILITARY-CIVILIAN JUNTA PRESIDENT LEMUS UAR NATIONAL ASSEMBLY WEST GERMANY GIZENGAS REGIME KASAVUBU LUMUMBA SUPPORTERS || The President of the United Arab Republic. President extending control over Syria and planning to issue a new currency.,False
PRO-CASTRO ELEMENTS,PRO-CASTRO ELEMENTS,2,2,2,PoliticalGroup,PoliticalGroup,pro-Castro elements,Group in El Salvador aligned with Fidel Castro.; Groups opposing Betancourt's regime during periods of violence.,COMMUNISTS; EL SALVADOR; FIDEL CASTRO; OSORIO; SALVADORAN ARMY; ARMED FORCES; COLOMBIAN GOVERNMENT; DOMINICAN REPUBLIC; ORGANIZATION OF AMERICAN STATES; PRESIDENT BETANCOURT; TRUJILLO; VENEZUELAN GOVERNMENT,PRO-CASTRO ELEMENTS || PoliticalGroup || COMMUNISTS EL SALVADOR FIDEL CASTRO OSORIO SALVADORAN ARMY ARMED FORCES COLOMBIAN GOVERNMENT DOMINICAN REPUBLIC ORGANIZATION OF AMERICAN STATES PRESIDENT BETANCOURT || Group in El Salvador aligned with Fidel Castro. Groups opposing Betancourt's regime during periods of violence.,False
PROVISIONAL ALGERIAN GOVERNMENT,PROVISIONAL ALGERIAN GOVERNMENT,2,2,2,Government; PoliticalGroup,Government,Provisional Algerian Government,Government representing Algerian rebels.; Group mentioned in the context of Algeria's self-determination.,CHARLES DE GAULLE; FERHAT ABBAS; FRONT FOR FRENCH ALGERIA; MESSALI HADJ; MOHAMMED BEN BELLA; US EMBASSY IN TUNIS; ALGERIA; COUVE DE MURVILLE; DE GAULLE; ELBRICK; GAVIN; MANUEL GOMES DE ARAUJO,PROVISIONAL ALGERIAN GOVERNMENT || Government PoliticalGroup || CHARLES DE GAULLE FERHAT ABBAS FRONT FOR FRENCH ALGERIA MESSALI HADJ MOHAMMED BEN BELLA US EMBASSY IN TUNIS ALGERIA COUVE DE MURVILLE DE GAULLE ELBRICK || Government representing Algerian rebels. Group mentioned in the context of Algeria's self-determination.,False
PUSHKIN,PUSHKIN,2,2,2,Person,Person,Pushkin,Soviet Deputy Foreign Minister; Soviet Deputy Foreign Minister involved in discussions on Laos.,COMMUNIST CHINA; LAOS; MUONG KASSY; PATHET LAO; ROBERTS; TYURA TAM; USSR; KHRUSHCHEV; NORTH VIETNAM; SARIT; SOVIET UNION; THAILAND,PUSHKIN || Person || COMMUNIST CHINA LAOS MUONG KASSY PATHET LAO ROBERTS TYURA TAM USSR KHRUSHCHEV NORTH VIETNAM SARIT || Soviet Deputy Foreign Minister Soviet Deputy Foreign Minister involved in discussions on Laos.,False
QUADROS,QUADROS,2,2,2,Person,Person,Quadros,President of Brazil initiating diplomatic actions.; President of Brazil.,BRAZIL; ADENAUER; ANGOLA; DE GAULLE; IRAN; LUANDA; SHAH; UNITED STATES; USSR; WESTERN EUROPE; ARBENZ; CASTRO REGIME,QUADROS || Person || BRAZIL ADENAUER ANGOLA DE GAULLE IRAN LUANDA SHAH UNITED STATES USSR WESTERN EUROPE || President of Brazil initiating diplomatic actions. President of Brazil.,False
SANTA MARIA,SANTA MARIA,2,2,2,Other,Other,Santa Maria,"Vessel involved in a seizure by a group of men, mostly Spaniards.; Incident related to Portugal and the US position.",PORTUGAL; UNITED STATES; ANGOLA; DELGADO; GALVAO; NATIONAL UNION; SALAZAR; ALBANIA; AZORES BASES AGREEMENT; CEYLON; CONGO; MRS. BANDARANAIKE,"SANTA MARIA || Other || PORTUGAL UNITED STATES ANGOLA DELGADO GALVAO NATIONAL UNION SALAZAR ALBANIA AZORES BASES AGREEMENT CEYLON || Vessel involved in a seizure by a group of men, mostly Spaniards. Incident related to Portugal and the US position.",False
