original_normalized_label,canonical_label,canonical_key,method,confidence,mention_count,doc_count,entity_type,surface_forms,sample_context
FRENCH RESIDENTS IN TUNISIA,FRENCH RESIDENTS IN TUNISIA (PAZ ESTENSSORO MNR),CANONICAL_ENTITY:FRENCH_RESIDENTS_IN_TUNISIA_PAZ_ESTENSSORO_MNR,a3_single_cluster_self,1.0,1,1,Other,French residents in Tunisia,French citizens residing in Tunisia.
FRENCH SECRETARY OF STATE FOR OPERATIONS IN ALGERIA,FRENCH SECRETARY OF STATE FOR OPERATIONS IN ALGERIA (MOGHAZI KISSUFIM BRITAIN),CANONICAL_ENTITY:FRENCH_SECRETARY_OF_STATE_FOR_OPERATIONS_IN_ALGERIA_MOGHAZI_KISSUFIM_BRITAIN,a3_single_cluster_self,1.0,1,1,Government,French Secretary of State for Operations in Algeria,French official who criticized the United States regarding the Algerian crisis.
FRENCH SECURITY AGENCIES,FRENCH SECURITY AGENCIES (SURET ALLEN NEHRU),CANONICAL_ENTITY:FRENCH_SECURITY_AGENCIES_SURET_ALLEN_NEHRU,a3_single_cluster_self,1.0,1,1,Organization,French security agencies,Investigating reports of Viet Minh activities.
FRENCH SECURITY FORCES,FRENCH SECURITY FORCES (CHEVALLIER DAUD ALGIERS),CANONICAL_ENTITY:FRENCH_SECURITY_FORCES_CHEVALLIER_DAUD_ALGIERS,a3_single_cluster_self,1.0,1,1,Military,French security forces,Forces capable of maintaining order in Algeria.
FRENCH SENATE,FRENCH SENATE (QUEMOY COAST FAURE),CANONICAL_ENTITY:FRENCH_SENATE_QUEMOY_COAST_FAURE,a3_single_cluster_self,1.0,1,1,Organization,French Senate,The legislative body of France involved in the debate on the Paris agreements.
FRENCH SETTLERS,FRENCH SETTLERS (IMRE SHEK RAKOSI),CANONICAL_ENTITY:FRENCH_SETTLERS_IMRE_SHEK_RAKOSI,a3_single_cluster_self,1.0,1,1,PoliticalGroup,French settlers,Group threatening violence against Moslems in Algeria.
FRENCH SHIPS,FRENCH SHIPS (CZECHOSLOVAKIA POLAND YUNNAN),CANONICAL_ENTITY:FRENCH_SHIPS_CZECHOSLOVAKIA_POLAND_YUNNAN,a3_single_cluster_self,1.0,1,1,Other,French ships,Second-hand ships available for sale to the Orbit.
FRENCH SOCIALIST DELEGATION,FRENCH SOCIALIST DELEGATION (SUCHY KATZ WINIEWICZ),CANONICAL_ENTITY:FRENCH_SOCIALIST_DELEGATION_SUCHY_KATZ_WINIEWICZ,a3_single_cluster_self,1.0,1,1,PoliticalGroup,French Socialist delegation,Delegation involved in conversations with Khrushchev.
FRENCH SOCIALIST LEADER GUY MOLLET,FRENCH SOCIALIST LEADER GUY MOLLET (PLASTIRAS PEURIFOY BACILEK),CANONICAL_ENTITY:FRENCH_SOCIALIST_LEADER_GUY_MOLLET_PLASTIRAS_PEURIFOY_BACILEK,a3_single_cluster_self,1.0,1,1,Person,French Socialist leader Guy Mollet,Leader warning against rejection of Eden proposals.
FRENCH SPECIAL SERVICES,FRENCH SPECIAL SERVICES (MALDIVE BRITAIN KHRUSHCHEV),CANONICAL_ENTITY:FRENCH_SPECIAL_SERVICES_MALDIVE_BRITAIN_KHRUSHCHEV,a3_single_cluster_self,1.0,1,1,Organization,French Special Services,Organization allegedly involved in a plot to assassinate a Tunisian official
FRENCH SPOKESMAN,FRENCH SPOKESMAN (NEGOTIATORS YOUSSEF KHRUSHCHEV),CANONICAL_ENTITY:FRENCH_SPOKESMAN_NEGOTIATORS_YOUSSEF_KHRUSHCHEV,a3_single_cluster_self,1.0,1,1,Person,French spokesman,A spokesperson representing French interests regarding negotiations with Morocco.
FRENCH STAFF OFFICER,FRENCH STAFF OFFICER (ITALY BRITAIN VENEZUELA),CANONICAL_ENTITY:FRENCH_STAFF_OFFICER_ITALY_BRITAIN_VENEZUELA,a3_single_cluster_self,1.0,1,1,Person,French staff officer,Officer asserting French intentions regarding the Tonkin delta.
FRENCH STEEL INDUSTRY,FRENCH STEEL INDUSTRY (MONNET EMPLOYERS ECA),CANONICAL_ENTITY:FRENCH_STEEL_INDUSTRY_MONNET_EMPLOYERS_ECA,a3_single_cluster_self,1.0,1,1,Other,French steel industry,The industry sector in France focused on steel production.
FRENCH STEEL INTERESTS,FRENCH STEEL INTERESTS (RUHR ITALY EUROPEAN),CANONICAL_ENTITY:FRENCH_STEEL_INTERESTS_RUHR_ITALY_EUROPEAN,a3_single_cluster_self,1.0,1,1,Other,French steel interests,Business interests in the steel industry in France.
FRENCH SUDAN,FRENCH SUDAN (REGROUPMENT DAHOMEY VOLTA),CANONICAL_ENTITY:FRENCH_SUDAN_REGROUPMENT_DAHOMEY_VOLTA,a3_single_cluster_self,1.0,1,1,Country,French Sudan,One of the founding territories of the new Federation of Mali.
FRENCH SUPPORTED GUERRILLAS,FRENCH SUPPORTED GUERRILLAS (CZECHOSLOVAKIA ITALY TURKEY),CANONICAL_ENTITY:FRENCH_SUPPORTED_GUERRILLAS_CZECHOSLOVAKIA_ITALY_TURKEY,a3_single_cluster_self,1.0,1,1,Military,French-supported guerrillas,Forces clashing with Chinese battalions in Tonkin.
FRENCH TERRITORIES,FRENCH TERRITORIES (RUMANIA BRITAIN NICOSIA),CANONICAL_ENTITY:FRENCH_TERRITORIES_RUMANIA_BRITAIN_NICOSIA,a3_single_cluster_self,1.0,1,1,PoliticalGroup,French territories,Group of former French territories whose leaders are meeting to discuss the Algerian conflict.
FRENCH TRADE OFFICIAL,FRENCH TRADE OFFICIAL (TRUD STAR PRAVDA),CANONICAL_ENTITY:FRENCH_TRADE_OFFICIAL_TRUD_STAR_PRAVDA,a3_single_cluster_self,1.0,1,1,Person,French trade official,A prominent official commenting on Soviet trade.
FRENCH TUNISIAN,FRENCH TUNISIAN (PARAGUAY FELLAGHA DESTOUR),CANONICAL_ENTITY:FRENCH_TUNISIAN_PARAGUAY_FELLAGHA_DESTOUR,a3_single_cluster_self,1.0,1,1,PoliticalGroup,French-Tunisian,Group involved in efforts to obtain fellagha surrender.
FRENCH UN REPRESENTATIVES,FRENCH UN REPRESENTATIVES (US SYRIA ISRAEL),CANONICAL_ENTITY:FRENCH_UN_REPRESENTATIVES_US_SYRIA_ISRAEL,a3_single_cluster_self,1.0,1,1,Organization,French UN representatives,French representatives at the United Nations.
FRENCH VICE CONSUL,FRENCH VICE CONSUL (CANADA BELGIUM GREECE),CANONICAL_ENTITY:FRENCH_VICE_CONSUL_CANADA_BELGIUM_GREECE,a3_single_cluster_self,1.0,1,1,Person,French Vice-Consul,Deputy to the French Consul General in Shanghai.
FRENCH VICE PREMIER TEITGEN,FRENCH VICE PREMIER TEITGEN (RESURRECTIONIST AKRAM HAWRANI),CANONICAL_ENTITY:FRENCH_VICE_PREMIER_TEITGEN_RESURRECTIONIST_AKRAM_HAWRANI,a3_single_cluster_self,1.0,1,1,Person,French vice premier Teitgen,Involved in the Saar agreement with Chancellor Adenauer.
FRENCH VIETNAMESE ALLIANCE,FRENCH VIETNAMESE ALLIANCE (NIXON BAO TUDEH),CANONICAL_ENTITY:FRENCH_VIETNAMESE_ALLIANCE_NIXON_BAO_TUDEH,a3_single_cluster_self,1.0,1,1,PoliticalGroup,French-Vietnamese alliance,A proposed alliance between France and Vietnam.
FRENCH VIETNAMESE FORCES,FRENCH VIETNAMESE FORCES (YASSIN ARABIA WADSWORTH),CANONICAL_ENTITY:FRENCH_VIETNAMESE_FORCES_YASSIN_ARABIA_WADSWORTH,a3_single_cluster_self,1.0,1,1,Military,French-Vietnamese forces,Combined military forces of France and Vietnam involved in operations in Annam.
FRENCH VIETNAMESE ORGANIZATION,FRENCH VIETNAMESE ORGANIZATION (MOUNTBATTEN LORD PAPAGOS),CANONICAL_ENTITY:FRENCH_VIETNAMESE_ORGANIZATION_MOUNTBATTEN_LORD_PAPAGOS,a3_single_cluster_self,1.0,1,1,Organization,French-Vietnamese organization,A newly formed organization for 'total war' in Indochina directed by French military authorities.
FRENCH VIETNAMESE TROOPS,FRENCH VIETNAMESE TROOPS (VYSHINSKY BOWLES NEHRU),CANONICAL_ENTITY:FRENCH_VIETNAMESE_TROOPS_VYSHINSKY_BOWLES_NEHRU,a3_single_cluster_self,1.0,1,1,Military,French-Vietnamese troops,Military forces involved in the situation at Na San.
FRENCH WEST AFRICAN COMMUNITY,FRENCH WEST AFRICAN COMMUNITY (IVORY COAST GAULLE),CANONICAL_ENTITY:FRENCH_WEST_AFRICAN_COMMUNITY_IVORY_COAST_GAULLE,a3_single_cluster_self,1.0,1,1,Organization,French-West African Community,A political and economic organization of French-speaking African states.
FRENCHMAN,FRENCHMAN (OVERSEER CONG CITIZEN),CANONICAL_ENTITY:FRENCHMAN_OVERSEER_CONG_CITIZEN,a3_single_cluster_self,1.0,1,1,Person,Frenchman,Another French national detained in Vietnam.
FRESQUET,FRESQUET (PAZOS BULLETIN BOTI),CANONICAL_ENTITY:FRESQUET_PAZOS_BULLETIN_BOTI,a3_single_cluster_self,1.0,1,1,Person,Fresquet,Trained official and Economy Minister
FREY,GUILLAUMAT,CANONICAL_ENTITY:GUILLAUMAT,a4_merge_existing,0.8,1,1,Person,Frey,Information Minister opposed to the use of force
FRIA ALUMINA COMBINE,FRIA ALUMINA COMBINE (SYRIA SEKOU TOUR),CANONICAL_ENTITY:FRIA_ALUMINA_COMBINE_SYRIA_SEKOU_TOUR,a3_single_cluster_self,1.0,1,1,Organization,Fria alumina combine,US-controlled company in Guinea affected by currency changes.
FRIENDS OF ISLAM,FRIENDS OF ISLAM (IRAN ZEDONG FAHIMI),CANONICAL_ENTITY:FRIENDS_OF_ISLAM_IRAN_ZEDONG_FAHIMI,a3_single_cluster_self,1.0,1,1,ReligiousGroup,Friends of Islam,Fanatical right-wing religious organization involved in the assassination of Razmara.
FRITZ DORLS,DR FRITZ DORLS,CANONICAL_ENTITY:DR_FRITZ_DORLS,accept_rule,1.0,1,1,Person,Fritz Dorls,Former leader of the SRP who allegedly plans to take the party underground.
FRITZ HEINE,FRITZ HEINE (OLLENHAUER ZORIN SYRIA),CANONICAL_ENTITY:FRITZ_HEINE_OLLENHAUER_ZORIN_SYRIA,a3_single_cluster_self,1.0,1,1,Person,Fritz Heine,West German Socialist (SPD) representative at the Bureau meeting
FRITZ SCHAEFFER,FRITZ SCHAEFFER (RUMANIA SYRIA ISRAEL),CANONICAL_ENTITY:FRITZ_SCHAEFFER_RUMANIA_SYRIA_ISRAEL,a3_single_cluster_self,1.0,1,1,Person,Fritz Schaeffer,Finance Minister tentatively designated as successor to Adenauer.
FRITZLAN,FRITZLAN (OATIS SYRIA KINGDOM),CANONICAL_ENTITY:FRITZLAN_OATIS_SYRIA_KINGDOM,a3_single_cluster_self,1.0,1,1,Person,Fritzlan,US Charge in Amman reporting on Jordanian concerns.
FROL R KOZLOV,FROL R KOZLOV (REPUBLIC YASNOV GORKIY),CANONICAL_ENTITY:FROL_R_KOZLOV_REPUBLIC_YASNOV_GORKIY,a3_single_cluster_self,1.0,1,1,Person,Frol R. Kozlov,Full member of the Soviet party presidium and chairman of the Council of Ministers of the Russian Republic.
FRONDIZI REGIME,FRONDIZI REGIME (ARGENTINA ARAMCO SEKOU),CANONICAL_ENTITY:FRONDIZI_REGIME_ARGENTINA_ARAMCO_SEKOU,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Frondizi regime,Regime in Argentina facing army dissatisfaction.
FRONT FOR FRENCH ALGERIA FAF,FRONT FOR FRENCH ALGERIA FAF (THAILAND SARRAJ VIENTIANE),CANONICAL_ENTITY:FRONT_FOR_FRENCH_ALGERIA_FAF_THAILAND_SARRAJ_VIENTIANE,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Front for French-Algeria (FAF),Group planning total disobedience against the government in Algeria.
FRONT FOR THE LIBERATION OF PORTUGUESE GUINEA AND CAPE VERDE,FRONT FOR THE LIBERATION OF PORTUGUESE GUINEA AND CAPE VERDE (CABRAL AMILCAR SOTO),CANONICAL_ENTITY:FRONT_FOR_THE_LIBERATION_OF_PORTUGUESE_GUINEA_AND_CAPE_VERDE_CABRAL_AMILCAR_SOTO,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Front for the Liberation of Portuguese Guinea and Cape Verde,Group associated with anti-Portuguese activism.
FRUNZE ACADEMY,FRUNZE ACADEMY (SYRIA DIEM DAILY),CANONICAL_ENTITY:FRUNZE_ACADEMY_SYRIA_DIEM_DAILY,a3_single_cluster_self,1.0,1,1,Organization,Frunze academy,Soviet military academy comparable to the US Command and General Staff College
FRUNZE MILITARY ACADEMY,FRUNZE MILITARY ACADEMY (MINISTERIAL ESTENSSORO BOLIVIA),CANONICAL_ENTITY:FRUNZE_MILITARY_ACADEMY_MINISTERIAL_ESTENSSORO_BOLIVIA,a3_single_cluster_self,1.0,1,1,Military,Frunze Military Academy,Military academy in Moscow for training officers
FUAD AMOUN,FUAD AMOUN (SADAT ANWAR SUKARNO),CANONICAL_ENTITY:FUAD_AMOUN_SADAT_ANWAR_SUKARNO,a3_single_cluster_self,1.0,1,1,Person,Fuad Amoun,"Director General of the Foreign Office, appointed head of the Lebanese UN delegation."
FUCHING,FUCHING (YUCHI TAISHAN PEIKANTANG),CANONICAL_ENTITY:FUCHING_YUCHI_TAISHAN_PEIKANTANG,a3_single_cluster_self,1.0,1,1,Location,Fuching,A location mentioned in the text.
FUKUNAGA,FUKUNAGA (PHILIPPINES OGATA ISHII),CANONICAL_ENTITY:FUKUNAGA_PHILIPPINES_OGATA_ISHII,a3_single_cluster_self,1.0,1,1,Person,Fukunaga,Cabinet Secretary of Japan.
FUKUOKA,FUKUOKA (OSAKA HOKKAIDO TOKYO),CANONICAL_ENTITY:FUKUOKA_OSAKA_HOKKAIDO_TOKYO,a3_single_cluster_self,1.0,1,1,Location,Fukuoka,Location where the Socialists won the governorship.
FULBERT YOULOU,FULBERT YOULOU (GHANA YUGOSLAVIA CEYLON),CANONICAL_ENTITY:FULBERT_YOULOU_GHANA_YUGOSLAVIA_CEYLON,a3_single_cluster_self,1.0,1,1,Person,Fulbert Youlou,President of the Congo Republic and host of the conference.
FULGENCIO BATISTA,GENERAL FULGENCIO BATISTA,CANONICAL_ENTITY:GENERAL_FULGENCIO_BATISTA,accept_rule,1.0,1,1,Person,Fulgencio Batista,Cuban President who restored constitutional guarantees.
FULNA,FULNA (PARAGUAY ELISABETHVILLE STEVENSON),CANONICAL_ENTITY:FULNA_PARAGUAY_ELISABETHVILLE_STEVENSON,a3_single_cluster_self,1.0,1,1,PoliticalGroup,FULNA,Communist-dominated group planning disturbances.
FUTUWA,FUTUWA (BROTHERHOOD SYRIA NABULSI),CANONICAL_ENTITY:FUTUWA_BROTHERHOOD_SYRIA_NABULSI,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Futuwa,Leftist paramilitary organization in Syria.
G A ARUTINOV,G A ARUTINOV (MZHAVANADZE KORNIETS ANDRIANOV),CANONICAL_ENTITY:G_A_ARUTINOV_MZHAVANADZE_KORNIETS_ANDRIANOV,a3_single_cluster_self,1.0,1,1,Person,G. A. Arutinov,Armenian party boss who was purged.
G D BIRLA,G D BIRLA (NAMBOODRIPAD KERALA HAITI),CANONICAL_ENTITY:G_D_BIRLA_NAMBOODRIPAD_KERALA_HAITI,a3_single_cluster_self,1.0,1,1,Person,G. D. Birla,Top Indian industrialist approached by the Communists for investment.
G I ZELENKO,G I ZELENKO (MATSKEVICH MIKHAILOV KAWILARANG),CANONICAL_ENTITY:G_I_ZELENKO_MATSKEVICH_MIKHAILOV_KAWILARANG,a3_single_cluster_self,1.0,1,1,Person,G. I. Zelenko,Head of the Soviet Chief Directorate of Labor Reserves signing contracts in Cairo.
G M POPOV,G M POPOV (ITALY POLAND USSR),CANONICAL_ENTITY:G_M_POPOV_ITALY_POLAND_USSR,a3_single_cluster_self,1.0,1,1,Person,G. M. Popov,New Soviet ambassador to Poland.
G M PUSHKIN,G M PUSHKIN (GERMANY SEMENOV LAOTIAN),CANONICAL_ENTITY:G_M_PUSHKIN_GERMANY_SEMENOV_LAOTIAN,a3_single_cluster_self,1.0,1,1,Person,G. M. Pushkin,High commissioner and ambassador of the Soviet Union replacing V. S. Semenov.
G P MALALASEKERA,G P MALALASEKERA (CEYLON USSR RANGOON),CANONICAL_ENTITY:G_P_MALALASEKERA_CEYLON_USSR_RANGOON,a3_single_cluster_self,1.0,1,1,Person,G. P. Malalasekera,Ceylon's ambassador to Moscow and new permanent representative to the UN.
G T ZAITSEV,G T ZAITSEV (STRIP RICHARDS GAZA),CANONICAL_ENTITY:G_T_ZAITSEV_STRIP_RICHARDS_GAZA,a3_single_cluster_self,1.0,1,1,Person,G. T. Zaitsev,Chief of the Middle East Division of the Soviet Foreign Ministry.
G V PANT,G V PANT (OUK CHHOUM SAVANG),CANONICAL_ENTITY:G_V_PANT_OUK_CHHOUM_SAVANG,a3_single_cluster_self,1.0,1,1,Person,G. V. Pant,Expected to replace K. N. Katju in the Home Ministry.
G ZVEREV,G ZVEREV (PERVUKHIN USSR BULLETIN),CANONICAL_ENTITY:G_ZVEREV_PERVUKHIN_USSR_BULLETIN,a3_single_cluster_self,1.0,1,1,Person,A. G. Zverev,Finance Minister of the USSR.
GABREDARRE,GABREDARRE (DAGABUR HONDURAS OSVALDO),CANONICAL_ENTITY:GABREDARRE_DAGABUR_HONDURAS_OSVALDO,a3_single_cluster_self,1.0,1,1,Location,Gabredarre,A location where the civilian population demanded independence.
GADJAH MADA,GADJAH MADA (CZECHOSLOVAKIA BRETAGNE BITUNG),CANONICAL_ENTITY:GADJAH_MADA_CZECHOSLOVAKIA_BRETAGNE_BITUNG,a3_single_cluster_self,1.0,1,1,Military,Gadjah Mada,Indonesian destroyer involved in shore bombardment
GAFSA,GAFSA (TUNISIA JONES FLN),CANONICAL_ENTITY:GAFSA_TUNISIA_JONES_FLN,a3_single_cluster_self,1.0,1,1,Location,Gafsa,Location in south central Tunisia where French jet aircraft arrived.
GAJEWSKI,GAJEWSKI (DILLON SHEPILOV BANK),CANONICAL_ENTITY:GAJEWSKI_DILLON_SHEPILOV_BANK,a3_single_cluster_self,1.0,1,1,Person,Gajewski,Polish ambassador in Paris
GALVAN,GALVAN (RICARDO LEGISLATIVE PALACE),CANONICAL_ENTITY:GALVAN_RICARDO_LEGISLATIVE_PALACE,a3_single_cluster_self,1.0,1,1,Person,Galvan,Leader of the demonstration who exhorted the marchers.
GALVAO,GALVAO (PORTUGAL MARIA SANTA),CANONICAL_ENTITY:GALVAO_PORTUGAL_MARIA_SANTA,a3_single_cluster_self,1.0,1,1,Person,Galvao,Held in high esteem among opponents of Salazar in Portugal.
GAMBIA,GAMBIA (UK BAHREIN ABADAN),CANONICAL_ENTITY:GAMBIA_UK_BAHREIN_ABADAN,a3_single_cluster_self,1.0,1,1,Military,Gambia,A UK cruiser being sent to Bahrein in response to the situation in Abadan.
GAN ISLAND,GAN ISLAND (MALDIVE FLAMBERT BRITAIN),CANONICAL_ENTITY:GAN_ISLAND_MALDIVE_FLAMBERT_BRITAIN,a3_single_cluster_self,1.0,1,1,Location,Gan Island,Location of a wartime airstrip under reconstruction.
GARCIA VALINO,GARCIA VALINO (PEIPING SPAIN EN),CANONICAL_ENTITY:GARCIA_VALINO_PEIPING_SPAIN_EN,a3_single_cluster_self,1.0,1,1,Person,Garcia-Valino,High commissioner of Spanish Morocco with an anti-French stance.
GARY POWERS,GARY POWERS (KUMYKIN ANGOLA SALAZAR),CANONICAL_ENTITY:GARY_POWERS_KUMYKIN_ANGOLA_SALAZAR,a3_single_cluster_self,1.0,1,1,Person,Gary Powers,U-2 pilot whose release may be considered by the USSR.
GARZAN,GARZAN (QAVAM BRITAIN TURKEY),CANONICAL_ENTITY:GARZAN_QAVAM_BRITAIN_TURKEY,a3_single_cluster_self,1.0,1,1,Person,Garzan,Anti-government officer retired on 25 August
GASTON EYSKENS,GASTON EYSKENS (AUGUST SPOKESMAN HEMELRIJCK),CANONICAL_ENTITY:GASTON_EYSKENS_AUGUST_SPOKESMAN_HEMELRIJCK,a3_single_cluster_self,1.0,1,1,Person,Gaston Eyskens,Prime Minister of Belgium
GATOT SUBROTO,GATOT SUBROTO (LEBANON LEONID BREZHNEV),CANONICAL_ENTITY:GATOT_SUBROTO_LEBANON_LEONID_BREZHNEV,a3_single_cluster_self,1.0,1,1,Person,Gatot Subroto,Next-ranking officer in the Indonesian army who may replace Nasution.
GATOT TARUNAMIHARDJA,GATOT TARUNAMIHARDJA (SUKENDRO GUATEMALA CHINMEN),CANONICAL_ENTITY:GATOT_TARUNAMIHARDJA_SUKENDRO_GUATEMALA_CHINMEN,a3_single_cluster_self,1.0,1,1,Person,Gatot Tarunamihardja,Attorney general involved in the corruption investigation.
GATT,General Agreement on Tariffs and Trade,CANONICAL_ENTITY:GENERAL_AGREEMENT_ON_TARIFFS_AND_TRADE,a4_new_inferred_name,0.8,1,1,Organization,GATT,"General Agreement on Tariffs and Trade, which Poland seeks to join."
GAUHATI,GAUHATI (EGYPTIANS BIHAR GAZA),CANONICAL_ENTITY:GAUHATI_EGYPTIANS_BIHAR_GAZA,a3_single_cluster_self,1.0,1,1,Location,Gauhati,"Location of another planned oil refinery in Assam, India."
GAULLIST,GAULLIST (MACVEAGH ITALY POLAND),CANONICAL_ENTITY:GAULLIST_MACVEAGH_ITALY_POLAND,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Gaullist,A political faction in France opposing fiscal reform proposals.
GAULLIST DISSIDENTS,GAULLIST DISSIDENTS (FARS BOKHARI BRITAIN),CANONICAL_ENTITY:GAULLIST_DISSIDENTS_FARS_BOKHARI_BRITAIN,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Gaullist dissidents,Group cooperating with the French Government
GAULLIST PARTY,GAULLIST PARTY (ITALY TURKEY IRAN),CANONICAL_ENTITY:GAULLIST_PARTY_ITALY_TURKEY_IRAN,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Gaullist party,Political party in France with a Secretary-General indicating leadership desires.
GAULLIST UMR PARTY,GAULLIST UMR PARTY (SOMARRIBA NICARAGUA HONDURAS),CANONICAL_ENTITY:GAULLIST_UMR_PARTY_SOMARRIBA_NICARAGUA_HONDURAS,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Gaullist UMR party,Leading member of the Debré coalition.
GAULLIST UNION FOR THE NEW REPUBLIC,GAULLIST UNION FOR THE NEW REPUBLIC (PUGET GEORGES JOXE),CANONICAL_ENTITY:GAULLIST_UNION_FOR_THE_NEW_REPUBLIC_PUGET_GEORGES_JOXE,a3_single_cluster_self,1.0,1,1,PoliticalGroup,Gaullist Union for the New Republic,Political group involved in the arms distribution to civilian volunteers.
GBADEMAH,GBADEMAH (PALESTINIANS NICARAGUA HONDURAS),CANONICAL_ENTITY:GBADEMAH_PALESTINIANS_NICARAGUA_HONDURAS,a3_single_cluster_self,1.0,1,1,Person,Gbademah,Finance minister of Ghana who submitted resignation.
GBENYE,GBENYE (MANZIKALA TANANARIVE STANLEYVILLE),CANONICAL_ENTITY:GBENYE_MANZIKALA_TANANARIVE_STANLEYVILLE,a3_single_cluster_self,1.0,1,1,Person,Gbenye,Interior Minister characterized as dangerous and racist.
GCI,GCI (STALIN ICELAND MGB),CANONICAL_ENTITY:GCI_STALIN_ICELAND_MGB,a4_keep_separate,0.7,1,1,Other,GCI,Ground Control Intercept equipment mentioned in relation to air defense capabilities
GDANSK,GDANSK (SMALLHOLDERS ROKOSSOWSKI HUNGARY),CANONICAL_ENTITY:GDANSK_SMALLHOLDERS_ROKOSSOWSKI_HUNGARY,a3_single_cluster_self,1.0,1,1,Location,Gdansk,City in Poland where a provincial committee meeting occurred.
GEHLEN ORGANIZATION,GEHLEN ORGANIZATION (EAST YUGOSLAVIA TITO),CANONICAL_ENTITY:GEHLEN_ORGANIZATION_EAST_YUGOSLAVIA_TITO,a3_single_cluster_self,1.0,1,1,Other,Gehlen organization,An organization mentioned in the context of the flood disaster.
GEN ADIL SHIHAB,GENERAL ADIL SHIHAB,CANONICAL_ENTITY:GENERAL_ADIL_SHIHAB,accept_rule,1.0,1,1,Person,Gen. Adil Shihab,"Army commander and cousin of President Shihab, appointed to ministerial posts."
GEN ALBERTO CARLOS ENRIQUEZ GALLO,GEN ALBERTO CARLOS ENRIQUEZ GALLO (MITTMAN MANCHENO CONCENTRATION),CANONICAL_ENTITY:GEN_ALBERTO_CARLOS_ENRIQUEZ_GALLO_MITTMAN_MANCHENO_CONCENTRATION,a3_single_cluster_self,1.0,1,1,Person,Gen. Alberto Carlos Enriquez Gallo,Retired general involved in planning a revolutionary attempt in Ecuador.
GEN ALI ABUNUWAR,ALI ABUNUWAR,CANONICAL_ENTITY:ALI_ABUNUWAR,accept_rule,1.0,1,1,Person,Gen. Ali Abu Nuwar,Exiled former chief of the Jordanian General Staff leading a conspiracy against King Husayn.
GEN JUAREZ TAVORA,GEN JUAREZ TAVORA (JUSCELINO BARROS ADHEMAR),CANONICAL_ENTITY:GEN_JUAREZ_TAVORA_JUSCELINO_BARROS_ADHEMAR,a3_single_cluster_self,1.0,1,1,Military,Gen. Juarez Tavora,A Brazilian general and presidential candidate.
GEN TEIMUR BAKHTIAR,MAJOR GENERAL TEIMUR BAKHTIAR,CANONICAL_ENTITY:MAJOR_GENERAL_TEIMUR_BAKHTIAR,accept_rule,1.0,1,1,Person,Gen. Teimur Bakhtiar,Chief of the Iranian national intelligence organization
GENERAL,GENERAL (ITALY BRITAIN YUGOSLAVIA),CANONICAL_ENTITY:GENERAL_ITALY_BRITAIN_YUGOSLAVIA,a3_single_cluster_self,1.0,1,1,Person,General,Refers to Nagib in the context of military discussions
GENERAL A E MARTOLA,GENERAL A E MARTOLA (HORN BUNCHE OUANE),CANONICAL_ENTITY:GENERAL_A_E_MARTOLA_HORN_BUNCHE_OUANE,a3_single_cluster_self,1.0,1,1,Military,General A. E. Martola,Finnish General who may replace von Horn
GENERAL ADIL SHIHAB,GENERAL ADIL SHIHAB (SOREN CHOSEN ANTUN),CANONICAL_ENTITY:GENERAL_ADIL_SHIHAB_SOREN_CHOSEN_ANTUN,a3_single_cluster_self,1.0,1,1,Person,General Adil Shihab,Commander in chief of the Lebanese Army concerned about army involvement in elections.
