normalized_label,mention_count,unique_docs,source_types,primary_type,label_ambiguity,looks_like_acronym,family,rule_candidate_labels,needs_sense_clustering
YOSHIDA LIBERAL PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YOSHIDAS LIBERAL PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YOUNG CONGRESS PARTY,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YOUTH CORPS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YOUTH LEAGUE,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YOUTH MILITARY COOPERATION COMMITTEE,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YOUTH MILITARY COOPERATIVE BODY,1,1,Organization,Organization,0.22,False,organization,,False
YUGOSLAV AIRCRAFT,1,1,Other,Other,0.22,False,other,,False
YUGOSLAV COMINFORMIST,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YUGOSLAV COMMUNISM,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YUGOSLAV COMMUNISTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YUGOSLAV ITALIAN NEGOTIATIONS,1,1,Other,Other,0.22,False,other,,False
YUGOSLAV LEADERS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YUGOSLAV LEGATION,1,1,Organization,Organization,0.22,False,organization,,False
YUGOSLAV LEGATION IN SOFIA,1,1,Organization,Organization,0.22,False,organization,,False
YUGOSLAV MISSION,1,1,Other,Other,0.22,False,organization,,False
YUGOSLAV NATIONAL ASSEMBLY,1,1,Organization,Organization,0.22,False,organization,,False
YUGOSLAV NUCLEAR PROGRAM,1,1,Other,Other,0.22,False,other,,False
YUGOSLAV PARLIAMENT,1,1,Organization,Organization,0.22,False,organization,,False
YUGOSLAV POLICY,1,1,Other,Other,0.22,False,other,,False
YUGOSLAV POLITBURO,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YUGOSLAV UNION OF COMMUNISTS,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
YUNG HAO,1,1,Other,Other,0.22,False,other,,False
YUNNAN ANTI COMMUNIST NATIONAL SALVATION FORCE,1,1,PoliticalGroup,PoliticalGroup,0.22,False,political_group,,False
ZARYA VOSTOKA,1,1,Other,Other,0.22,False,other,,False
ZERAN AUTOMOBILE WORKS,1,1,Organization,Organization,0.22,False,organization,,False
PRAVDA,95,89,Document; Organization; Other,Organization,0.12,False,document,,False
BAGHDAD PACT,51,46,Document; Organization; Other; PoliticalGroup,PoliticalGroup,0.12,False,document,,False
PEOPLES DAILY,45,43,Document; Organization; Other,Organization,0.12,False,document,,False
GENEVA CONFERENCE,25,25,Document; Other,Document,0.12,False,document,,False
IZVESTIA,17,16,Document; Organization; Other,Organization,0.12,False,document,,False
NATIONALIST,17,17,Document; Military; PoliticalGroup,PoliticalGroup,0.12,False,document,,False
SCHUMAN PLAN,15,15,Document; Other,Other,0.12,False,document,,False
AFRO ASIAN CONFERENCE,10,10,Document; Other,Other,0.12,False,document,,False
RED FLAG,9,6,Document; Organization; Other,Document,0.12,False,document,,False
PEIPING PEOPLES DAILY,8,7,Document; Organization,Organization,0.12,False,document,,False
TURKISH IRAQI PACT,7,6,Document; Other,Other,0.12,False,document,,False
PARIS ACCORDS,6,6,Document; Other,Document,0.12,False,document,,False
TRYBUNA LUDU,6,6,Document; Organization,Organization,0.12,False,document,,False
ALL AFRICAN PEOPLES CONFERENCE,5,4,Document; Organization; Other; PoliticalGroup,Organization,0.12,False,document,,False
INGE TOFT,5,5,Document; Other,Other,0.12,False,document,,False
INTER AMERICAN CONFERENCE,5,4,Document; Organization; Other,Document,0.12,False,document,,False
JOHNSTON PLAN,5,5,Document; Other,Other,0.12,False,document,,False
RED STAR,5,4,Document; Organization,Organization,0.12,False,document,,False
MOSCOW ECONOMIC CONFERENCE,4,3,Document; Other,Document,0.12,False,document,,False
NHAN DAN,4,3,Document; Organization,Organization,0.12,False,document,,False
REVOLUCION,4,4,Document; Organization; Other,Organization,0.12,False,document,,False
AFRO ASIAN PEOPLES SOLIDARITY CONFERENCE,3,2,Document; Organization; Other,Other,0.12,False,document,,False
ANGLO JORDANIAN TREATY,3,3,Document; Other,Document,0.12,False,document,,False
ASIAN AFRICAN CONFERENCE,3,3,Document; Other,Other,0.12,False,document,,False
BATTLE ACT,3,3,Document; Other,Document,0.12,False,document,,False
RAPACKI PLAN,3,3,Document; Other,Document,0.12,False,document,,False
THIRD ALL AFRICAN PEOPLES CONFERENCE,3,2,Document; PoliticalGroup,Document,0.12,False,document,,False
US JAPANESE SECURITY TREATY,3,3,Document; Other,Document,0.12,False,document,,False
ALGERIAN MOSLEMS,2,2,Other; ReligiousGroup,Other,0.12,False,religious_group,,False
COLOMBO PLAN CONFERENCE,2,2,Document; Other,Document,0.12,False,document,,False
DIARIO DE LA MARINA,2,2,Document; Organization,Organization,0.12,False,document,,False
GENEVA AGREEMENT,2,2,Document; Other,Document,0.12,False,document,,False
LITERARY GAZETTE,2,1,Document; Organization,Organization,0.12,False,document,,False
MANILA PACT,2,2,Document; Other,Other,0.12,False,document,,False
MONCKTON COMMISSION,2,2,Document; Organization,Organization,0.12,False,document,,False
SPUTNIK IX,2,2,Document; Other,Other,0.12,False,document,,False
SZABAD NEP,2,2,Document; Organization,Document,0.12,False,document,,False
TURKISH PAKISTANI AGREEMENT,2,2,Document; Other,Document,0.12,False,document,,False
SOVIET UNION,1272,1000,Country; Government; Military,Country,0.0,False,country,,False
EGYPT,1084,756,Country; Location,Country,0.0,False,country,,False
FRANCE,943,714,Country; Government,Country,0.0,False,country,,False
UNITED STATES,890,737,Country; Government,Country,0.0,False,country,,False
KHRUSHCHEV,694,431,Person,Person,0.0,False,person_name,,False
ISRAEL,692,515,Country; Location,Country,0.0,False,country,,False
COMMUNIST CHINA,622,499,Country; Government; Location; Organization,Country,0.0,False,country,,False
INDIA,605,477,Country; Location,Country,0.0,False,country,,False
IRAQ,564,395,Country; Location,Country,0.0,False,country,,False
LAOS,541,361,Country; Location,Country,0.0,False,country,,False
JAPAN,540,404,Country; Location,Country,0.0,False,country,,False
TURKEY,535,400,Country; Location,Country,0.0,False,country,,False
SYRIA,534,408,Country; Location,Country,0.0,False,country,,False
IRAN,530,395,Country; Location,Country,0.0,False,country,,False
JORDAN,503,369,Country; Location,Country,0.0,False,country,,False
INDONESIA,487,345,Country; Government; Location,Country,0.0,False,country,,False
EAST GERMANY,483,368,Country; Government; Location,Country,0.0,False,country,,False
YUGOSLAVIA,481,386,Country; Location,Country,0.0,False,country,,False
DIRECTOR,448,152,Other; Person,Person,0.0,False,person,,False
PAKISTAN,444,322,Country; Location,Country,0.0,False,country,,False
CUBA,387,217,Country; Location,Country,0.0,False,country,,False
CZECHOSLOVAKIA,382,302,Country; Government; Location,Country,0.0,False,country,,False
BRITAIN,374,324,Country,Country,0.0,False,country,,False
WEST GERMANY,370,289,Country; Government; Location,Country,0.0,False,country,,False
POLAND,361,279,Country; Government; Location,Country,0.0,False,country,,False
SAUDI ARABIA,359,281,Country,Country,0.0,False,country,,False
NEHRU,356,271,Person,Person,0.0,False,person_name,,False
BURMA,354,295,Country; Location,Country,0.0,False,country,,False
SOUTH KOREA,318,234,Country,Country,0.0,False,country,,False
AMERICAN EMBASSY,315,294,Location; Organization; Other,Organization,0.0,False,location,,False
CAIRO,306,266,Location,Location,0.0,False,location,,False
CHINA,299,275,Country,Country,0.0,False,country,,False
CHOU EN LAI,298,252,Person,Person,0.0,False,person_name,,False
ITALY,297,246,Country; Location,Country,0.0,False,country,,False
SOUVANNA PHOUMA,278,201,Person; PoliticalGroup,Person,0.0,False,person_name,,False
SUKARNO,268,213,Government; Person,Person,0.0,False,person_name,,False
MOROCCO,258,186,Country; Location,Country,0.0,False,country,,False
GREECE,251,214,Country,Country,0.0,False,country,,False
ADENAUER,250,191,Person,Person,0.0,False,person_name,,False
DE GAULLE,247,142,Person,Person,0.0,False,person_name,,False
ALGERIA,244,181,Country; Location,Country,0.0,False,country,,False
HAMMARSKJOLD,231,177,Other; Person,Person,0.0,False,person_name,,False
CONGO,218,148,Country; Location,Country,0.0,False,country,,False
NASIR,214,140,Person,Person,0.0,False,person_name,,False
THAILAND,214,183,Country; Location,Country,0.0,False,country,,False
AFGHANISTAN,211,160,Country,Country,0.0,False,country,,False
NORTH VIETNAM,211,149,Country; Government; Location,Country,0.0,False,country,,False
CHANCELLOR ADENAUER,207,200,Person,Person,0.0,False,person_name,,False
ARGENTINA,196,146,Country; Location,Country,0.0,False,country,,False
HUNGARY,196,161,Country; Location,Country,0.0,False,country,,False
MOSSADEQ,192,163,Person,Person,0.0,False,person_name,,False
LEBANON,189,142,Country; Location,Country,0.0,False,country,,False
SECRETARY OF DEFENSE,188,187,Other; Person,Person,0.0,False,person,,False
TUNISIA,188,136,Country; Location,Country,0.0,False,country,,False
CEYLON,184,125,Country; Location,Country,0.0,False,country,,False
TITO,180,153,Person,Person,0.0,False,person_name,,False
KING SAUD,178,136,Person,Person,0.0,False,person_name,,False
BRAZIL,176,113,Country; Location,Country,0.0,False,country,,False
VICE PRESIDENT,176,176,Government; Other; Person,Person,0.0,False,person_name,,False
VIENTIANE,175,133,Location,Location,0.0,False,location,,False
SOUTH VIETNAM,173,124,Country; Location,Country,0.0,False,country,,False
NORTH KOREA,169,139,Country; Location,Country,0.0,False,country,,False
CHINESE COMMUNISTS,166,157,Country; Military; Organization; PoliticalGroup,PoliticalGroup,0.0,False,country,,False
VENEZUELA,162,111,Country; Location,Country,0.0,False,country,,False
BELGIUM,161,124,Country; Location,Country,0.0,False,country,,False
GUATEMALA,159,108,Country; Location,Country,0.0,False,country,,False
CAMBODIA,158,120,Country; Location,Country,0.0,False,country,,False
AUSTRIA,155,119,Country; Location,Country,0.0,False,country,,False
SUDAN,153,125,Country; Location,Country,0.0,False,country,,False
CHAIRMAN,148,148,Other; Person,Person,0.0,False,person,,False
GENERAL PHOUMI,148,109,Military; Person,Person,0.0,False,person_name,,False
LIBYA,143,114,Country; Location,Country,0.0,False,country,,False
SUPREME ALLIED COMMANDER EUROPE,138,138,Military; Other; Person,Person,0.0,False,person_name,,False
ASSISTANT CHIEF OF STAFF INTELLIGENCE DEPARTMENT OF THE AIR FORCE,137,137,Other; Person,Person,0.0,False,person,,False
CHAIRMAN THE JOINT CHIEFS OF STAFF,137,137,Other; Person,Person,0.0,False,person,,False
CHIEF OF NAVAL OPERATIONS UNITED STATES NAVY,137,137,Other; Person,Person,0.0,False,person,,False
CHIEF OF STAFF UNITED STATES AIR FORCE,137,137,Other; Person,Person,0.0,False,person,,False
CHIEF OF STAFF UNITED STATES ARMY,137,137,Other; Person,Person,0.0,False,person,,False
COMMANDANT UNITED STATES MARINE CORPS,137,137,Other; Person,Person,0.0,False,person_name,,False
DEPUTY SECRETARY OF DEFENSE,137,137,Other; Person,Person,0.0,False,person,,False
DIRECTOR THE JOINT STAFF,137,137,Other; Person,Person,0.0,False,person,,False
GUINEA,137,89,Country; Location,Country,0.0,False,country,,False
LUMUMBA,137,89,Person,Person,0.0,False,person_name,,False
SECRETARY OF THE AIR FORCE,137,137,Other; Person,Person,0.0,False,person,,False
SECRETARY OF THE ARMY,137,137,Other; Person,Person,0.0,False,person,,False
SECRETARY OF THE NAVY,137,137,Other; Person,Person,0.0,False,person,,False
YEMEN,134,98,Country; Location,Country,0.0,False,country,,False
GIZENGA,133,81,Person; PoliticalGroup,Person,0.0,False,person_name,,False
HANOI,131,117,Location,Location,0.0,False,location,,False
RHEE,128,114,Person,Person,0.0,False,person_name,,False
DIRECTOR FOR INTELLIGENCE THE JOINT STAFF,127,127,Other; Person,Person,0.0,False,person,,False
DOMINICAN REPUBLIC,127,70,Country,Country,0.0,False,country,,False
SECRETARY OF COMMERCE,123,123,Other; Person,Person,0.0,False,person,,False
CENTRAL INTELLIGENCE BULLETIN,120,119,Document,Document,0.0,False,document,,False
CYPRUS,120,101,Country; Location,Location,0.0,False,country,,False
GROMYKO,119,86,Person,Person,0.0,False,person_name,,False
BRITISH,117,113,Country; Government; Military; Organization; Other; PoliticalGroup,Government,0.0,False,country,,False
ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE DEPARTMENT OF ARMY,116,116,Other; Person,Person,0.0,False,person,,False
DIRECTOR OF NAVAL INTELLIGENCE DEPARTMENT OF NAVY,116,116,Other; Person,Person,0.0,False,person,,False
GHANA,115,79,Country,Country,0.0,False,country,,False
WEST BERLIN,115,97,Location,Location,0.0,False,location,,False
MENDES FRANCE,114,93,Person; PoliticalGroup,Person,0.0,False,person_name,,False
QASIM,113,78,Person,Person,0.0,False,person_name,,False
RUMANIA,112,100,Country; Location,Country,0.0,False,country,,False
CHIANG KAI SHEK,110,93,Person,Person,0.0,False,person_name,,False
BOLIVIA,107,65,Country,Country,0.0,False,country,,False
ASSISTANT TO SECRETARY OF DEFENSE FOR SPECIAL OPERATIONS,106,106,Other; Person,Person,0.0,False,person,,False
BULGANIN,106,92,Person,Person,0.0,False,person_name,,False
FIDEL CASTRO,102,78,Person,Person,0.0,False,person_name,,False
GERMANY,102,97,Country; Location,Country,0.0,False,country,,False
ETHIOPIA,98,62,Country,Country,0.0,False,country,,False
LEOPOLDVILLE,98,78,Location,Location,0.0,False,location,,False
MOLOTOV,98,92,Person,Person,0.0,False,person_name,,False
SPAIN,98,74,Country; Location,Country,0.0,False,country,,False
VIETNAM,98,92,Country; Location,Country,0.0,False,country,,False
ASSISTANT SECRETARY OF DEFENSE FOR INTERNATIONAL SECURITY AFFAIRS,96,96,Other; Person,Person,0.0,False,person,,False
BAO DAI,96,83,Person,Person,0.0,False,person_name,,False
NETHERLANDS,96,87,Country,Country,0.0,False,country,,False
MOBUTU,95,68,Person,Person,0.0,False,person_name,,False
BEN GURION,94,82,Person,Person,0.0,False,person_name,,False
ALBANIA,93,77,Country; Location,Country,0.0,False,country,,False
PANAMA,93,59,Country; Location,Country,0.0,False,country,,False
PORTUGAL,92,71,Country,Country,0.0,False,country,,False
ECUADOR,91,58,Country; Location,Country,0.0,False,country,,False
TSHOMBÉ,91,58,Person,Person,0.0,False,person_name,,False
KASAVUBU,90,70,Person,Person,0.0,False,person_name,,False
TAIWAN,89,78,Country; Location,Location,0.0,False,country,,False
MAO TSE TUNG,87,78,Person,Person,0.0,False,person_name,,False
NEW DELHI,87,80,Location,Location,0.0,False,location,,False
CHINESE COMMUNIST,86,83,Country; Government; Military; PoliticalGroup,PoliticalGroup,0.0,False,country,,False
TAIPEI,86,80,Location,Location,0.0,False,location,,False
FRENCH,85,83,Country; Government; Military; Organization; PoliticalGroup,Government,0.0,False,country,,False
KISHI,85,69,Person,Person,0.0,False,person_name,,False
CHILE,84,64,Country,Country,0.0,False,country,,False
DIEM,84,68,Person,Person,0.0,False,person_name,,False
SHAH OF IRAN,84,70,Person,Person,0.0,False,person,,False
NICARAGUA,83,60,Country,Country,0.0,False,country,,False
NURI SAID,81,75,Person,Person,0.0,False,person_name,,False
KING HUSSAIN,80,75,Person,Person,0.0,False,person_name,,False
NEPAL,80,55,Country,Country,0.0,False,country,,False
MIKOYAN,79,61,Organization; Person,Person,0.0,False,person_name,,False
BOURGUIBA,78,54,Person,Person,0.0,False,person_name,,False
FINLAND,78,57,Country,Country,0.0,False,country,,False
GOMULKA,78,62,Person,Person,0.0,False,person_name,,False
KING HUSAYN,77,51,Person,Person,0.0,False,person_name,,False
SIHANOUK,77,57,Person,Person,0.0,False,person_name,,False
BULGARIA,76,66,Country,Country,0.0,False,country,,False
LUANG PRABANG,76,66,Location,Location,0.0,False,location,,False
HO CHI MINH,73,67,Person,Person,0.0,False,person_name,,False
SAIGON,71,67,Location,Location,0.0,False,location,,False
TEHRAN,71,61,Location,Location,0.0,False,location,,False
FORMOSA,70,65,Location,Location,0.0,False,location,,False
KONG LE,68,57,Military; Other; Person; PoliticalGroup,Person,0.0,False,person_name,,False
PARIS,68,66,Location,Location,0.0,False,location,,False
HONDURAS,67,53,Country; Location,Country,0.0,False,country,,False
ARCHBISHOP MAKARIOS,66,57,Person,Person,0.0,False,person_name,,False
COSTA RICA,66,48,Country; Location,Country,0.0,False,country,,False
EISENHOWER,66,56,Person,Person,0.0,False,person_name,,False
HATTA,66,62,Person,Person,0.0,False,person_name,,False
MALENKOV,66,61,Person,Person,0.0,False,person_name,,False
BAGHDAD,63,56,Location,Location,0.0,False,location,,False
DALAI LAMA,63,39,Person,Person,0.0,False,person_name,,False
EDEN,63,61,Person,Person,0.0,False,person_name,,False
DAMASCUS,62,60,Location,Location,0.0,False,location,,False
GENERAL NAGIB,62,59,Person,Person,0.0,False,person_name,,False
KING SAVANG,62,48,Person,Person,0.0,False,person_name,,False
MENDERES,62,52,Person,Person,0.0,False,person_name,,False
COLOMBIA,61,43,Country,Country,0.0,False,country,,False
KATANGA,61,55,Country; Location; PoliticalGroup,Location,0.0,False,country,,False
REPUBLIC OF THE CONGO,61,59,Country; Location,Country,0.0,False,country,,False
SOUVANNA,61,58,Person; PoliticalGroup,Person,0.0,False,person_name,,False
EL SALVADOR,60,35,Country; Location,Country,0.0,False,country,,False
MEXICO,60,47,Country; Location,Country,0.0,False,country,,False
SOUPHANNOUVONG,60,53,Person,Person,0.0,False,person_name,,False
ZAHEDI,60,53,Person,Person,0.0,False,person_name,,False
CHANG MYON,59,43,Person,Person,0.0,False,person_name,,False
DIEN BIEN PHU,59,53,Location,Location,0.0,False,location,,False
TRIESTE,59,56,Location,Location,0.0,False,location,,False
BERLIN,58,57,Location,Location,0.0,False,location,,False
INDOCHINA,58,56,Location,Location,0.0,False,location,,False
PHILIPPINES,58,51,Country,Country,0.0,False,country,,False
YOSHIDA,58,53,Person,Person,0.0,False,person_name,,False
AMERICAN AMBASSADOR,57,56,Other; Person,Person,0.0,False,person_name,,False
NATIONALIST CHINA,57,51,Country; Government; PoliticalGroup,Country,0.0,False,country,,False
NKRUMAH,57,39,Person,Person,0.0,False,person_name,,False
STANLEYVILLE,57,50,Location,Location,0.0,False,location,,False
UNITED KINGDOM,55,51,Country,Country,0.0,False,country,,False
