community_id,node_key,label,analyst_label,size,top_labels,top_types,analyst_summary
1017,COMMUNITY:1017,Cuban Anti-Castro Resistance Network,Cold War Cuban Political Movements,9,CUBAN RADIO STATION | LAS VILLAS | ANTI CASTRO REVOLUTIONARY COUNCIL | Appeal for ambulances | Continued arrests of anti-Castro elements | Invasion of Cuba | Soviet statement on Cuba | MATANZAS,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community focuses on the anti-Castro efforts and related events during the Cold War in Cuba.
1060,COMMUNITY:1060,Cold War Dynamics in East Asia,Geopolitical Strategies in the Far East,9,FAR EAST COMMAND [HOKKAIDO / TAIPEI] | CHINESE COMMUNIST AIR FORCE [HOKKAIDO / TAIPEI] | ANZUS [HOLLAND / NAHAS] | Anti-Communist guerrilla warfare in West China | Chinese MIG's expand role in Korean war | Chinese Nationalists receiving aid | Five-power conferences | Negotiations for removal of Li Mi troops,"{""EventCluster"": 6, ""CanonicalEntity"": 3}",This community explores military and political maneuvers in East Asia during the Cold War era.
1087,COMMUNITY:1087,Cold War Military Diplomacy Dynamics,Geopolitical Tensions and Military Relations,9,BRITISH MILITARY LIAISON MISSIONS | SOVIET COMMANDER IN CHIEF | ADENAUER GOVERNMENT [MISSIONS / LIAISON] | Kennedy's press conference | Espionage Allegations | Khrushchev's Visit | Letter to British Protests | BERLIN SOCIAL DEMOCRATS,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community explores the interactions and tensions between British and Soviet military missions during the Cold War.
1110,COMMUNITY:1110,Austrian and Allied Government Negotiations,Post-War European Political Dynamics,9,AUSTRIAN GOVERNMENT [STEYR / POLAND] | SHAPE [GERMANY / EISENHOWER] | East-West German talks | US-French talks on assistance | USSR [GERMANY / SHAPE] | Trade Negotiation | CZECH GOVERNMENT [SLANSKY / POLAND] | Japanese rearmament pressure,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community focuses on negotiations and discussions among Austrian and Allied governments during the post-war period.
1124,COMMUNITY:1124,Allied Governance in Post-War Germany,Post-War Military and Political Dynamics,9,SOVIET CONTROL COMMISSION | US COMMANDANT | COUNCIL OF ALLIED HIGH COMMISSION | Allied discussions on German defense contribution | Council of Allied High Commission Meeting | Withdrawal from Steinstuecken | EAST GERMAN PEOPLES POLICE [COMMANDANT / GERMANY] | EAST GERMAN GOVERNMENT [PONCET / FRANCOIS],"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community focuses on the interactions and governance structures among Allied forces in post-war Germany.
1235,COMMUNITY:1235,Geopolitical Dynamics in Morocco and Iran,Energy Politics and Regional Advocacy,9,ALLALE EL FASSI | KHOSROABAD | COMMUNIST ELEMENT IN MOROCCO | IRAN PAN AMERICAN OIL COMPANY | Discussion on evacuation | El-Fassi's advocacy for base eviction | Ibrahim's statements on US bases | Iran's demand for Khosroabad,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores the intersection of energy interests and political advocacy in Morocco and Iran.
1241,COMMUNITY:1241,Political Movements and Unrest in Argentina and Greece,Global Political Activism and Conflict,9,UNITED DEMOCRATIC LEFT EDA | Riots in Buenos Aires | ARGENTINE COMMUNISTS | NATIONAL RADICAL UNION ERE | KKE | Municipal Elections in Greece | GREEK GOVERNMENT [SOPHOCLES / ERE] | Accusation by East German party boss,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community encompasses significant political movements and unrest in Argentina and Greece during the 20th century.
1257,COMMUNITY:1257,Political Turmoil in Mediterranean Governance,State Leadership and Political Dynamics,9,Gharani group's conspiracy | Greek Cabinet Resignations | Moroccan annexation campaign | MADRID | GEORGE RALLIS | GHARANI GROUP | MOROCCAN CONSULTATIVE ASSEMBLY | SHAH [SPAIN / SAHARA],"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community explores the intersection of political conspiracies and leadership changes in Mediterranean nations.
1279,COMMUNITY:1279,Togo-Brazil Diplomatic Engagements,International Relations and Diplomacy,9,TOGO | BRAZILIAN AMBASSADOR | FOREIGN MINISTER ARINOS | Brazilian ambassador's instruction | Tito's invitation | UN session | YUGOSLAV FOREIGN MINISTER [TOGO / GHANA] | Yugoslav reply,"{""CanonicalEntity"": 5, ""EventCluster"": 4}","This community focuses on diplomatic interactions between Togo and Brazil, highlighting key events and communications."
1301,COMMUNITY:1301,Political Tensions and Labor Strikes,Labor Movements and Geopolitical Dynamics,9,HERRERA | AMBASSADOR BOWERS | Death of Dr. Herrera | Copper sale discussions | Labor strike wave in France | NARDONE | SINO SOVIET BLOC [NARDONE / URUGUAY] | USSR [NARDONE / URUGUAY],"{""CanonicalEntity"": 6, ""EventCluster"": 3}",This community explores the intersection of labor unrest and political pressures in historical contexts.
1319,COMMUNITY:1319,Bulgarian Diplomatic Engagements,International Relations and Diplomacy,9,BULGARIAN MINISTER | Friendly gestures at receptions | Willingness to resume relations | US MINISTER RAVNDAL | FRENCH MINISTER BAUDIER | ISRAELI CHARGE IN SOFIA | BULGARIAN OFFICIALS | Cabinet Enlargement Attempt,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community focuses on Bulgarian officials' interactions and diplomatic gestures with foreign ministers.
1340,COMMUNITY:1340,Labor Unrest in Central America,Labor Movements and Corporate Influence,9,UNITED FRUIT COMPANY | Strike | PELLECER | 3 700 WORKERS | Labor disturbances in Honduras | GUATEMALAN ARMY [PELLECER / FRUIT] | Court order for auction | Suspension of workers,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community highlights the labor disturbances involving the United Fruit Company and its impact on workers in Honduras.
1404,COMMUNITY:1404,Cold War Dynamics at Dikheila Air Base,Geopolitical Strategies in Cold War Context,9,DIKHEILA AIR BASE | MOSCOW [DIKHEILA / BRITAIN] | NASR [DIKHEILA / BRITAIN] | USSR [DIKHEILA / BRITAIN] | Arms delivery request | Increase of Soviet experts in Egypt | Jet delivery to Jordan | Loan rejection,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores the strategic military and political interactions surrounding Dikheila Air Base during the Cold War.
1457,COMMUNITY:1457,Political Dynamics in Southern Africa,Regional Political Events and Leadership,9,FAWZI SELO | KING TALAL | Political crisis in South Africa | Death of Senanayake | Demonstrations by non-Europeans | Visit of Fawzi Selo to Jordan | MALAN [AFRICA] | CAPETOWN,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community explores key political events and leadership figures impacting Southern Africa's historical landscape.
1472,COMMUNITY:1472,Taiwan's Provisional Government Dynamics,Taiwanese Political Movements and Governance,9,PROVISIONAL GOVERNMENT OF THE REPUBLIC OF TAIWAN | LIAO WEN I | NATIONALISTS [TAIWAN / WEN] | Establishment of Provisional Government | TAIWAN INDEPENDENCE PARTY | AA build-up on Quemoy and Matsu | Communist propaganda on Taiwan | Official statement by Communist China's Ministry of Foreign Affairs,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores the formation and influence of Taiwan's provisional government and related nationalist movements.
1530,COMMUNITY:1530,Labor Unrest in Belgian Cities,Political and Social Movements in Belgium,9,Riots in Liege and Mons | Strikes and unrest | EYSKENS GOVERNMENT | ROMAN CATHOLIC TRADE UNIONS CSC | ANDRE RENARD | LIEGE | GENERAL FEDERATION OF BELGIAN WORKERS FGTB | SOCIALIST PARTY [RENARD / MONS],"{""CanonicalEntity"": 7, ""EventCluster"": 2}",This community focuses on labor strikes and riots in Liege and Mons during the Eyskens government era.
1565,COMMUNITY:1565,Political Strikes and Leadership Challenges,Labor Movements and Political Dynamics,9,Chancellor's trip postponement | General strike planned | AUSTRIAN CHANCELLOR JULIUS RAAB | CONFEDERATION OF ECUADORAN WORKERS CTE | MANABI EXPLORATION COMPANY | MOSCOW [CHANCELLOR / MANABI] | COMMUNIST PARTY [CHANCELLOR / MANABI] | NATIONAL PARTY [CHANCELLOR / MANABI],"{""CanonicalEntity"": 7, ""EventCluster"": 2}",This community focuses on the intersection of labor strikes and political leadership issues in Austria and Ecuador.
1566,COMMUNITY:1566,Soviet Geopolitical Strategy Analysis,Cold War Geopolitical Strategies,9,ZAKHAROV | SOLOVYEV | USSR [SOLOVYEV / ROMANIA] | Chiriboga's resignation plan | Economic agreement between Romania and Brazil | Military command change in Berlin | Withdrawal of American forces | Soviet delegation arrival,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores key events and agreements influencing Soviet military and political actions during the Cold War.
1568,COMMUNITY:1568,Ecuador-Czechoslovakia Arms Negotiations,Cold War Military Diplomacy,9,RICHARD GYPTNER | Ecuador-Czechoslovakia arms negotiations | BATLLE | NATIONALIST PARTY [ECUADOR / CZECHOSLOVAKIA] | Gunfire incident | East German delegation visit to China | Richard Gyptner departure to Peiping | Soviet request to Jordan,"{""EventCluster"": 6, ""CanonicalEntity"": 3}",This community focuses on the arms negotiations between Ecuador and Czechoslovakia during the Cold War era.
1573,COMMUNITY:1573,Cold War Strategic Alliances in Eastern Europe,Geopolitical Dynamics of the Cold War Era,9,USSR [RUMANIA / CZECHOSLOVAKIA] [3ADC] | BUCHAREST RADIO | Agreement on rocket base | Balkan conference appeal | Drought impact meeting | Extraordinary plenum | Hatoyama's advocacy | Soviet offer for nuclear research assistance,"{""EventCluster"": 7, ""CanonicalEntity"": 2}",This community focuses on the strategic alliances and political events in Eastern Europe during the Cold War.
1612,COMMUNITY:1612,Post-War Europe Diplomacy 3,International Relations and Political Dynamics,9,EDVARD KARDELJ | CHINESE NATIONALIST CONSUL GENERAL | FRENCH MINISTER FOR ASSOCIATED STATES LETOURNEAU | COMMUNIST PARTY OF YUGOSLAVIA | Leftward Shift Admission | Repatriation Urged | Showdown Prepared | Shepilov's visit to Greece,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community focuses on key diplomatic figures and events shaping post-war European politics.
1623,COMMUNITY:1623,Sudanese Political Movements and Agreements,Political Dynamics in Sudan's Independence Era,9,SUDANESE INDEPENDENCE PARTY | RADICAL SOCIALIST PARTY [NAGIB / INDEPENDENCE] | SUEZ CANAL USERS ASSOCIATION | Agreement on Sudan's political development | Consultations in Paris | National Council meeting of French Socialist Party | EGYPTIAN GOVERNMENT B080D65647 | EGYPTIAN MINISTRY OF WAR D33D9B8EB4,"{""CanonicalEntity"": 6, ""EventCluster"": 3}",This community encompasses key political parties and agreements shaping Sudan's path to independence.
1675,COMMUNITY:1675,Bolivian Political Leadership Dynamics,Government Leadership and International Relations,9,BOLIVIAN FOREIGN MINISTER | VICE PRESIDENT CHAVEZ | PAKISTANI CHARGÉ | USSR proposes Big Four meeting | Bolivian foreign minister's resignation offer | Daud's visit to Karachi | UNESCO conference | DANIEL LECORRE,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community explores the interactions and decisions of Bolivian political leaders in a historical context.
1686,COMMUNITY:1686,Soviet Strategic Initiatives in Asia,Cold War Geopolitical Dynamics,9,Large Soviet convoy movement | Peiping 'peace' conference | Sino-Soviet talks | USSR offer to buy Bolivian minerals | CAPE BILLINGS | CHUKHOTSK PENINSULA | SOVIET PEACE COMMITTEE | USSR [WRANGEL / CHUKHOTSK],"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community encompasses significant Soviet actions and negotiations in Asia during the Cold War era.
1697,COMMUNITY:1697,Prague Conversations,International Relations and Political Events,9,ABDUL AZIZ CHOUCHANE | Conversations in Prague | Funeral of Polish party leader Bierut | Sixth Plenum of the Yugoslav Communist Party | Visit to Egypt | BRITISH EMBASSY IN PEIPING | CZECH PARTY | POLISH PARTY LEADER BIERUT,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community focuses on key diplomatic interactions and political events in Eastern Europe during the mid-20th century.
1730,COMMUNITY:1730,Geopolitical Interactions in the Cold War,Cold War Diplomacy and Political Dynamics,9,ZORLU | ABDOL HOSEIN MASUD ANSARI | USSR [HOSEIN / MASUD] | Interview with Gromyko | Meeting with American Ambassador | Qasim's Speech | Brazilian congressional elections | Meeting between Nuri Said and Menderes,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores key diplomatic events and leadership interactions during the Cold War era.
1754,COMMUNITY:1754,Kurdish Resistance Movements in Cold War,Cold War Political Dynamics in the Middle East,9,Arrests of Kurdish Leaders | KURDISH UNDERGROUND ORGANIZATION | VALONA BAY | Khrushchev's rejection of Iranian offer | Mass Demonstrations in Cuba | RADIO MOSCOW [VALONA / UNDERGROUND] | Soviet submarines reach Albania | DIYARBAKIR,"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community focuses on Kurdish leadership arrests and underground activities during the Cold War era.
1758,COMMUNITY:1758,Political Dynamics in Cyprus,Government Leadership and Political Movements,9,FREEDOM PARTY | GRAND NATIONAL ASSEMBLY [PROGRESS / PDSP] | Revised Cyprus formula submission | SOVIET BISON JET HEAVY BOMBER | SOVIET LEADERS [BRITAIN / NAIM] | Sighting of Soviet bomber | Submission of new cabinet | Visit of Soviet leaders,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community focuses on the interplay of political parties and governmental decisions in Cyprus.
1809,COMMUNITY:1809,Political and Military Tensions in Singapore,Geopolitical Dynamics in Southeast Asia,9,Consideration of constitutional suspension in Singapore | Anticipated Communist Offensive | Military Action Consideration | Political Crisis Acknowledgment | SINGAPORE GOVERNMENT [SHOP / PRICA] | AMERICAN CONSULATE GENERAL [SUSLOV / TUNISIA] | BRITISH AUTHORITIES [PHIBUN / PHAO] | VIET MINH [PHIBUN / PHAO],"{""CanonicalEntity"": 5, ""EventCluster"": 4}",This community explores the interplay of political crises and military considerations in Singapore's historical context.
1830,COMMUNITY:1830,Lebanese Political Tensions and Leadership,Middle Eastern Political Dynamics and Conflicts,9,GAMAL ABDEL NASSER | PIERRE GEMAYEL | PHALANGE PARTY | MOSLEM EXTREMISTS | Nasir's speech in Latakia | Nasir's visit to Syria | Tension between Moslems and Christians | Lebanon cabinet agreement,"{""EventCluster"": 5, ""CanonicalEntity"": 4}",This community explores the interplay of leadership and sectarian tensions in Lebanon during Nasser's influence.
1857,COMMUNITY:1857,Political Tensions in Verwoerd's South Africa,Political Struggles and Social Movements,9,VERWOERD GOVERNMENT | COMMUNISTS [CHEDDI / PPP] | FRENCH AMBASSADOR FALAIZE | FRENCH MILITARY MISSION [CHEDDI / PPP] | Arrests of Black Africans | Comment on ICC's means | Imposition of meeting ban | Non-white strikes and demonstrations,"{""CanonicalEntity"": 5, ""EventCluster"": 4}","This community reflects the conflicts and unrest during Verwoerd's government, highlighting political repression and resistance efforts."
