alias,canonical_label,review_status,heuristic_reason,final_score,openai_decision,openai_confidence
KUUSINEN,OTTO KUUSINEN,accept_openai,lexical_context_similarity,0.6439,merge,0.85
KWANGSI,KWANGSI PROVINCE,accept_openai,lexical_context_similarity,0.6236,merge,0.85
KWANGTUNG PROVINCE,KWANGTUNG,accept_openai,lexical_context_similarity,0.6701,merge,0.85
KYONHYANG SINMUN,KYONGHYANG SINMUN,accept_openai,lexical_context_similarity,0.6085,merge,0.8
L. M. KAGANOVICH,KAGANOVICH,accept_openai,lexical_context_similarity,0.8168,merge,0.9
L. P. BERIA,BERIA,accept_openai,lexical_context_similarity,0.738,merge,0.9
LABOR,LABOR PARTY,accept_openai,lexical_context_similarity,0.701,merge,0.85
LABOR ALLIANCE (COMMUNIST),LABOR ALLIANCE,accept_rule,parenthetical_base_match,0.91,,
LABORITES,BRITISH LABORITES,accept_openai,lexical_context_similarity,0.6162,merge,0.85
LACY,AMBASSADOR LACY,accept_rule,person_title_variant,0.95,,
LADGHAM,BAHI LADGHAM,accept_openai,lexical_context_similarity,0.6231,merge,0.85
LAGAILLARDE,PIERRE LAGAILLARDE,accept_openai,lexical_context_similarity,0.6636,merge,0.85
LAGHZAOUI,MOHAMED LAGHZAOUI,accept_openai,lexical_context_similarity,0.6549,merge,0.8
LAMINE DEBAGHINE,LAMINE-DEBAGHINE,accept_rule,person_title_variant,0.95,,
LANIEL,PREMIER LANIEL,accept_rule,person_title_variant,0.95,,
LANKA SAMA SAMAJ,LANKA SAMA SAMAJ PARTY (LSSP),accept_openai,lexical_context_similarity,0.7023,merge,0.85
LANKA SAMA SAMAJ PARTY,LANKA SAMA SAMAJ PARTY (LSSP),accept_openai,lexical_context_similarity,0.8615,merge,0.9
LAO DONG (COMMUNIST) PARTY,LAO DONG PARTY,accept_openai,lexical_context_similarity,0.6814,merge,0.8
LAOS INTERNATIONAL CONTROL COMMISSION,INTERNATIONAL CONTROL COMMISSION,accept_openai,lexical_context_similarity,0.8343,merge,0.9
LAOTIAN DEFENSE MINISTRY,LAOTIAN MINISTRY OF DEFENSE,accept_openai,lexical_context_similarity,0.7505,merge,0.9
LAOTIAN INTERNATIONAL CONTROL COMMISSION (ICC),INTERNATIONAL CONTROL COMMISSION,accept_openai,lexical_context_similarity,0.6676,merge,0.8
LARCHER,RODOLFO LARCHER,accept_openai,lexical_context_similarity,0.6426,merge,0.8
LAS VILLAS,LAS VILLAS PROVINCE,accept_openai,lexical_context_similarity,0.7033,merge,0.8
LATIN AMERICAN WORKERS CONFEDERATION,CONFEDERATION OF LATIN AMERICAN WORKERS (CTAL),accept_openai,lexical_context_similarity,0.6559,merge,0.8
LAUREL,JOSE LAUREL,accept_openai,lexical_context_similarity,0.717,merge,0.85
"LAUREL, JR.","JOSE LAUREL, JR.",accept_openai,lexical_context_similarity,0.7599,merge,0.8
LAURIOL,MARC LAURIOL,accept_openai,lexical_context_similarity,0.6969,merge,0.85
LAZAR KAGANOVICH,KAGANOVICH,accept_openai,lexical_context_similarity,0.8252,merge,0.9
LAZAR M. KAGANOVICH,KAGANOVICH,accept_openai,lexical_context_similarity,0.6701,merge,0.85
LDP,LIBERAL-DEMOCRATIC PARTY,accept_rule,acronym_match,0.9,,
LEBANESE COMMANDING GENERAL CHEHAB,GENERAL CHEHAB,accept_openai,lexical_context_similarity,0.607,merge,0.8
LEBANESE PRESIDENT,LEBANSE PRESIDENT CHAMOUN,accept_openai,lexical_context_similarity,0.7334,merge,0.8
LEBANESE PRESIDENT CHAMOUN,PRESIDENT CHAMOUN,accept_openai,lexical_context_similarity,0.8007,merge,0.8
LEBANESE PRESIDENT SHIHAB,GENERAL SHIHAB,accept_openai,lexical_context_similarity,0.7615,merge,0.85
LECHIN,JUAN LECHIN,accept_openai,lexical_context_similarity,0.7304,merge,0.9
LECOEUR,AUGUSTE LECOEUR,accept_openai,lexical_context_similarity,0.6039,merge,0.8
LEONID BREZHNEV,BREZHNEV,accept_openai,lexical_context_similarity,0.6799,merge,0.8
LEOPOLD,KURT LEOPOLD,accept_openai,lexical_context_similarity,0.6831,merge,0.8
LI-MI,LI MI,accept_rule,person_title_variant,0.95,,
LIAQUAT ALI,LIAQUAT ALI KHAN,accept_openai,lexical_context_similarity,0.7731,merge,0.9
LIBERAL DEMOCRATIC PARTY,LIBERAL-DEMOCRATIC PARTY,accept_openai,lexical_context_similarity,0.7785,merge,0.85
LIBERAL DEMOCRATIC PARTY (LDP),LIBERAL-DEMOCRATIC PARTY,accept_openai,lexical_context_similarity,0.69,merge,0.85
LIBERAL DEMOCRATS,JAPAN LIBERAL-DEMOCRATS,accept_openai,lexical_context_similarity,0.6306,merge,0.8
LIBERAL-DEMOCRATIC PARTY (LDP),LIBERAL-DEMOCRATIC PARTY,accept_rule,parenthetical_base_match,0.91,,
LIBERAL-DEMOCRATS,JAPAN LIBERAL-DEMOCRATS,accept_openai,lexical_context_similarity,0.714,merge,0.85
LIBERAL-RADICAL PARTY,RADICAL LIBERAL PARTY,accept_rule,token_bag_match,0.94,,
LIBYAN DEFENSE MINISTER,LIBYAN DEFENSE MINISTER JERBI,accept_openai,lexical_context_similarity,0.6856,merge,0.85
LIEUTENANT COLONEL CASTILLO ARMAS,CASTILLO ARMAS,accept_openai,lexical_context_similarity,0.6357,merge,0.85
LIEUTENANT COLONEL SARRAJ,SARRAJ,accept_openai,lexical_context_similarity,0.6917,merge,0.85
LIEUTENANT COLONEL SHISHAKLI,SHISHAKLI,accept_openai,lexical_context_similarity,0.7065,merge,0.85
LIEUTENANT GENERAL CHANG TO-YONG,CHANG TO-YONG,accept_openai,lexical_context_similarity,0.6727,merge,0.85
LIEUTENANT GENERAL GEORGE GRIVAS,GENERAL GRIVAS,accept_openai,lexical_context_similarity,0.7266,merge,0.85
LIEUTENANT GENERAL GLUBB,GENERAL GLUBB,accept_openai,lexical_context_similarity,0.7061,merge,0.85
LIEUTENANT GENERAL WON YONG-TOK,WON YONG-TOK,accept_openai,lexical_context_similarity,0.6835,merge,0.85
LIU,GENERAL LIU,accept_rule,person_title_variant,0.95,,
LIU SHAO CHI,LIU SHAO-CHI,accept_rule,person_title_variant,0.95,,
LLERAS,LLERAS CAMARGO,accept_openai,lexical_context_similarity,0.6125,merge,0.85
LODGE,AMBASSADOR LODGE,accept_rule,person_title_variant,0.95,,
LON NOL,GENERAL LON NOL,accept_rule,person_title_variant,0.95,,
LOPES,PRESIDENT LOPES,accept_rule,person_title_variant,0.95,,
LOPEZ,COLONEL LOPEZ,accept_rule,person_title_variant,0.95,,
LOTT,HENRIQUE TEIXEIRA LOTT,accept_rule,person_title_variant,0.95,,
LSSP,LANKA SAMA SAMAJ PARTY (LSSP),accept_rule,acronym_match,0.9,,
LT GEN SONG YO-CHAN,SONG YO-CHAN,accept_openai,lexical_context_similarity,0.7551,merge,0.9
LT. COL. GINTINGS,LT. COL. GINTING,accept_openai,lexical_context_similarity,0.7331,merge,0.8
LT. COL. MUSTAFAH HAMDUN,COL. MUSTAFA HAMDUN,accept_openai,lexical_context_similarity,0.6528,merge,0.8
LT. COL. NASUTION,GENERAL NASUTION,accept_openai,lexical_context_similarity,0.6268,merge,0.8
LT. COL. SAMUAL,LT. COL. SUMUAL,accept_openai,lexical_context_similarity,0.6456,merge,0.8
LT. COL. SHISHAKLI,SHISHAKLI,accept_openai,lexical_context_similarity,0.6938,merge,0.8
LT. GEN. CHANG TO-YONG,CHANG TO-YONG,accept_openai,lexical_context_similarity,0.7131,merge,0.85
LT. GEN. CHOI YONG-NOK,CHOI KYONG-NOK,accept_openai,lexical_context_similarity,0.6107,merge,0.85
LT. GEN. KIM CHONG-O,KIM CHONG-O,accept_openai,lexical_context_similarity,0.6994,merge,0.8
LT. GEN. LE VAN TY,LE VAN TY,accept_openai,lexical_context_similarity,0.6536,merge,0.8
LT. GEN. SONG YO-CHAN,SONG YO-CHAN,accept_openai,lexical_context_similarity,0.7668,merge,0.8
LT. GEN. TEIMUR BAKHTIAR,GENERAL BAKHTIAR,accept_openai,lexical_context_similarity,0.6464,merge,0.8
LT. GEN. YI CHONG-CHAN,YI CHONG-CHAN,accept_openai,lexical_context_similarity,0.7433,merge,0.85
LT. GENERAL CHANG TO-YONG,CHANG TO-YONG,accept_openai,lexical_context_similarity,0.7118,merge,0.9
LT. GENERAL HABIBULLAH,LT. GEN. HABIBULLAH,accept_openai,lexical_context_similarity,0.6989,merge,0.85
LT. GENERAL SONG YO-CHAN,SONG YO-CHAN,accept_openai,lexical_context_similarity,0.7065,merge,0.85
LT. GENERAL TIMUR BAKHTIAR,GENERAL BAKHTIAR,accept_openai,lexical_context_similarity,0.8686,merge,0.9
LT. GENERAL YI HAN-LIM,YI HAN-LIM,accept_openai,lexical_context_similarity,0.7199,merge,0.85
LUALABA STATE,LUALABA,accept_openai,lexical_context_similarity,0.6771,merge,0.8
LUBIS,COLONEL LUBIS,accept_rule,person_title_variant,0.95,,
LUCE,AMBASSADOR LUCE,accept_rule,person_title_variant,0.95,,
LUIS SOMOZA,SOMOZA,accept_openai,lexical_context_similarity,0.719,merge,0.85
LUNDULA,GENERAL LUNDULA,accept_rule,person_title_variant,0.95,,
LUNIK,LUNIK I,accept_openai,lexical_context_similarity,0.7671,merge,0.85
LUTHULI,ALBERT LUTHULI,accept_openai,lexical_context_similarity,0.6569,merge,0.8
M. A. SUSLOV,SUSLOV,accept_openai,lexical_context_similarity,0.8026,merge,0.8
M. D. A. BAGIROV,M. D. BAGIROV,accept_rule,person_title_variant,0.95,,
M. P. KOIRALA,KOIRALA,accept_openai,lexical_context_similarity,0.8133,merge,0.85
MAAG (FORMOSA),MAAG,accept_rule,parenthetical_base_match,0.91,,
MAC,MIXED ARMISTICE COMMISSION,accept_rule,acronym_match,0.9,,
MACAPAGAL,DIOSDADO MACAPAGAL,accept_openai,lexical_context_similarity,0.6189,merge,0.85
MACARTHUR,AMBASSADOR MACARTHUR,accept_rule,person_title_variant,0.95,,
MACDONALD,MALCOLM MACDONALD,accept_openai,lexical_context_similarity,0.7538,merge,0.85
MADAME RHEE,RHEE,accept_openai,lexical_context_similarity,0.6165,merge,0.85
MADANOGLU,GENERAL MADANOGLU,accept_rule,person_title_variant,0.95,,
MADRAS STATE,MADRAS,accept_openai,lexical_context_similarity,0.6993,merge,0.8
MAGLOIRE,PAUL MAGLOIRE,accept_openai,lexical_context_similarity,0.6982,merge,0.85
MAHDAWI,COL. MAHDAWI,accept_rule,person_title_variant,0.95,,
MAHENDRA,KING MAHENDRA,accept_rule,person_title_variant,0.95,,
MAHMUD FAWZI,FAWZI,accept_openai,lexical_context_similarity,0.6082,merge,0.8
MAHMUD MUNTASSER,MAHMUD MUNTASSIR,accept_openai,lexical_context_similarity,0.6165,merge,0.85
MAHMUD SHAWKAT,COL. MAHMUD SHAWKAT,accept_rule,person_title_variant,0.95,,
MAIER,REINHOLD MAIER,accept_openai,lexical_context_similarity,0.6336,merge,0.85
MAJ. GEN. BEN HAMOU KETTANI,GENERAL BEN HAMOU KETTANI,accept_openai,lexical_context_similarity,0.6497,merge,0.8
MAJ. GEN. HASAN BASHIR NASIR,HASAN BASHIR NASIR,accept_openai,lexical_context_similarity,0.7546,merge,0.85
MAJ. GEN. PAK CHONG-HUI,PAK CHONG-HUI,accept_openai,lexical_context_similarity,0.7468,merge,0.85
MAJ. GENERAL MEHMET SHEHU,MEHMET SHEHU,accept_openai,lexical_context_similarity,0.678,merge,0.85
MAJ. GENERAL PAK CHONG-HUI,PAK CHONG-HUI,accept_openai,lexical_context_similarity,0.7672,merge,0.9
MAJOR ABD AL-HAMID SARRAJ,ABD AL-HAMID SARRAJ,accept_rule,person_title_variant,0.95,,
MAJOR CHE GUEVARA,CHE GUEVARA,accept_openai,lexical_context_similarity,0.6084,merge,0.8
MAJOR ERNESTO GUEVARA,ERNESTO GUEVARA,accept_openai,lexical_context_similarity,0.6434,merge,0.85
MAJOR GENERAL AMER,GENERAL AMER,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL BIZRI,BIZRI,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL CARLOS TORANZO MONTER,TORANZO MONTERO,accept_openai,lexical_context_similarity,0.7896,merge,0.85
MAJOR GENERAL CARLOS TORANZO MONTERO,TORANZO MONTERO,accept_openai,lexical_context_similarity,0.6812,merge,0.8
MAJOR GENERAL CHASE,GENERAL CHASE,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL HAKIM AMIR,AMIR,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL HIYARI,HIYARI,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL LATIF,GENERAL LATIF,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL MONIRETH,PRINCE MONIRETH,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL PAK CHONG-HUI,PAK CHONG-HUI,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL RILEY,GENERAL RILEY,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL SADIQ SHARA,SADIQ SHARA,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL SELO,COLONEL SELO,accept_rule,person_title_variant,0.95,,
MAJOR GENERAL TEIMUR BAKHTIAR,GENERAL BAKHTIAR,accept_openai,lexical_context_similarity,0.7115,merge,0.85
MAJOR GENERAL TIOULONG,TIOULONG,accept_rule,person_title_variant,0.95,,
MAJOR NAINGGOLAN,NAINGGOLAN,accept_rule,person_title_variant,0.95,,
MAJOR RAUL CASTRO,RAUL CASTRO,accept_rule,person_title_variant,0.95,,
MAJOR ROBERTO GALVEZ,ROBERTO GALVEZ,accept_rule,person_title_variant,0.95,,
MAJOR SALAH SALIM,SALAH SALIM,accept_rule,person_title_variant,0.95,,
MAJOR SALAM,SAIB SALAM,accept_rule,person_title_variant,0.95,,
MAJOR SARRAJ,SARRAJ,accept_rule,person_title_variant,0.95,,
MAKARIOS,ARCHBISHOP MAKARIOS,accept_openai,lexical_context_similarity,0.7076,merge,0.9
MALAYAN COMMUNISTS,MALAYAN COMMUNIST PARTY,accept_openai,lexical_context_similarity,0.6345,merge,0.8
MALAYAN PRIME MINISTER RAHMAN,MALAYAN PRIME MINISTER ABDUL RAHMAN,accept_openai,lexical_context_similarity,0.743,merge,0.9
MALIAN GOVERNMENT,MALI GOVERNMENT,accept_openai,lexical_context_similarity,0.7016,merge,0.8
MALLORY,AMBASSADOR MALLORY,accept_rule,person_title_variant,0.95,,
MAMORU SHIGEMITSU,SHIGEMITSU,accept_openai,lexical_context_similarity,0.6763,merge,0.85
MANAHAN,MANUEL MANAHAN,accept_openai,lexical_context_similarity,0.6592,merge,0.85
MANCINELLI,GENERAL MANCINELLI,accept_rule,person_title_variant,0.95,,
MANLEY,NORMAN MANLEY,accept_openai,lexical_context_similarity,0.6021,merge,0.85
MAPAI PARTY,MAPAI,accept_openai,lexical_context_similarity,0.7483,merge,0.85
MAPAM PARTY,MAPAM,accept_openai,lexical_context_similarity,0.7555,merge,0.9
MARAGHI,MARAGHI BEY,accept_openai,lexical_context_similarity,0.6935,merge,0.85
MARCELLO CAETANO,DR. MARCELLO CAETANO,accept_rule,person_title_variant,0.95,,
MARCIAL MERINO PEREIRA,GENERAL MARCIAL MERINO PEREIRA,accept_rule,person_title_variant,0.95,,
MARIAN SPYCHALSKI,GENERAL SPYCHALSKI,accept_rule,person_title_variant,0.95,,
MARKO,RITA MARKO,accept_openai,lexical_context_similarity,0.6691,merge,0.8
MARSHAL BAGRAMYAN,BAGRAMYAN,accept_openai,lexical_context_similarity,0.6561,merge,0.85
MARSHAL BULGANIN,BULGANIN,accept_openai,lexical_context_similarity,0.6385,merge,0.8
MARSHAL KONEV,KONEV,accept_openai,lexical_context_similarity,0.6165,merge,0.85
MARSHAL PAPAGOS,PAPAGOS,accept_openai,lexical_context_similarity,0.7023,merge,0.85
MARSHAL ROKOSSOWSKI,ROKOSSOWSKI,accept_openai,lexical_context_similarity,0.6633,merge,0.85
MARSHAL SARIT,SARIT,accept_openai,lexical_context_similarity,0.6474,merge,0.85
MARSHAL TITO,TITO,accept_openai,lexical_context_similarity,0.7038,merge,0.8
MARSHAL VOROSHILOV,VOROSHILOV,accept_openai,lexical_context_similarity,0.6668,merge,0.8
MARSHAL ZHUKOV,ZHUKOV,accept_openai,lexical_context_similarity,0.7112,merge,0.85
MARTIN NIEMOELLER,PASTOR MARTIN NIEMOELLER,accept_openai,lexical_context_similarity,0.7064,merge,0.85
MASJUMI PARTY,MASJUMI,accept_openai,lexical_context_similarity,0.8091,merge,0.8
MASSU,GENERAL MASSU,accept_rule,person_title_variant,0.95,,
MATANZAS,MATANZAS PROVINCE,accept_openai,lexical_context_similarity,0.6121,merge,0.8
MATHIAS,MARCELLO MATHIAS,accept_openai,lexical_context_similarity,0.6055,merge,0.8
MATSU GROUP,MATSU ISLAND GROUP,accept_openai,lexical_context_similarity,0.7368,merge,0.8
MATSU ISLAND,MATSU ISLAND GROUP,accept_openai,lexical_context_similarity,0.7351,merge,0.8
MATSU ISLANDS,MATSU ISLAND GROUP,accept_openai,lexical_context_similarity,0.65,merge,0.8
MATSUMURA,KENZO MATSUMURA,accept_openai,lexical_context_similarity,0.6723,merge,0.85
MATTHEWS,AMBASSADOR MATTHEWS,accept_rule,person_title_variant,0.95,,
MATYAS RAKOSI,RAKOSI,accept_openai,lexical_context_similarity,0.7039,merge,0.85
MAU MAU MOVEMENT,MAU MAU,accept_openai,lexical_context_similarity,0.7139,merge,0.8
MAURICE DEJEAN,DEJEAN,accept_openai,lexical_context_similarity,0.6411,merge,0.85
MAXIM Z. SABUROV,M. Z. SABUROV,accept_openai,lexical_context_similarity,0.6613,merge,0.85
MAXIME WEYGAND,GENERAL MAXIME WEYGAND,accept_rule,person_title_variant,0.95,,
MAYOR BRANDT,WILLY BRANDT,accept_openai,lexical_context_similarity,0.6005,merge,0.9
MAYOR WILLY BRANDT,WILLY BRANDT,accept_openai,lexical_context_similarity,0.6214,merge,0.85
MBOYA,TOM MBOYA,accept_openai,lexical_context_similarity,0.7415,merge,0.85
MCCLINTOCK,AMBASSADOR MCCLINTOCK,accept_rule,person_title_variant,0.95,,
MCGHEE,AMBASSADOR MCGHEE,accept_rule,person_title_variant,0.95,,
MCKEOWN,GENERAL MCKEOWN,accept_rule,person_title_variant,0.95,,
MEDITERRANEAN SEA,MEDITERRANEAN,accept_openai,lexical_context_similarity,0.7487,merge,0.8
MEKONG,MEKONG RIVER,accept_openai,lexical_context_similarity,0.6782,merge,0.8
MENDES FRANCE,MENDES-FRANCE,accept_openai,lexical_context_similarity,0.6188,merge,0.85
MENDEZ FLEITAS,EPIFANIO MENDEZ FLEITAS,accept_openai,lexical_context_similarity,0.7473,merge,0.9
MENDEZ MONTENEGRO,MARIO MENDEZ MONTENEGRO,accept_openai,lexical_context_similarity,0.7975,merge,0.8
MENGHISTU,MENGHISTU NEWAY,accept_openai,lexical_context_similarity,0.6487,merge,0.85
MENON,KRISHNA MENON,accept_openai,lexical_context_similarity,0.6221,merge,0.85
MERID,GENERAL MERID,accept_rule,person_title_variant,0.95,,
MIDDLE EAST NEWS AGENCY,CAIROS MIDDLE EAST NEWS AGENCY,accept_openai,lexical_context_similarity,0.7544,merge,0.8
MIG-15-BIS,MIG-15,accept_openai,lexical_context_similarity,0.6128,merge,0.8
MIGUEL YDIGORAS,MIGUEL YDIGORAS FUENTES,accept_openai,lexical_context_similarity,0.7275,merge,0.9
MIKHAIL PERVUKHIN,M. G. PERVUKHIN,accept_openai,lexical_context_similarity,0.6275,merge,0.8
MIKHAIL SUSLOV,SUSLOV,accept_openai,lexical_context_similarity,0.6188,merge,0.8
MIKHAILOV,N. A. MIKHAILOV,accept_openai,lexical_context_similarity,0.7395,merge,0.8
MILITARY,EGYPTIAN MILITARY,accept_openai,lexical_context_similarity,0.6175,merge,0.8
MILITARY INTELLIGENCE SERVICE,MILITARY INTELLIGENCE SERVICE (SIM),accept_openai,lexical_context_similarity,0.7367,merge,0.8
MILITARY REGIME,EGYPTIAN MILITARY REGIME,accept_openai,lexical_context_similarity,0.724,merge,0.8
MILITARY REVOLUTIONARY COMMITTEE (MRC),MILITARY REVOLUTIONARY COMMITTEE,accept_rule,parenthetical_base_match,0.91,,
MINDSZENTY,CARDINAL MINDSZENTY,accept_openai,lexical_context_similarity,0.7225,merge,0.85
MINISTER,FRENCH MINISTER,accept_openai,lexical_context_similarity,0.6176,merge,0.8
MINISTER HEATH,US MINISTER HEATH,accept_openai,lexical_context_similarity,0.7963,merge,0.8
MINISTER LACOSTE,MINISTER FOR ALGERIA LACOSTE,accept_openai,lexical_context_similarity,0.6914,merge,0.85
MINISTER OF COMMUNICATIONS,MINISTER OF COMMUNICATIONS GEORGHIADES,accept_openai,lexical_context_similarity,0.6226,merge,0.8
MINISTER OF DEFENSE MONIZ,DEFENSE MINISTER BOTELHO MONIZ,accept_openai,lexical_context_similarity,0.6125,merge,0.8
MINISTER OF DEFENSE PLEVEN,DEFENSE MINISTER PLEVEN,accept_openai,lexical_context_similarity,0.797,merge,0.9
MINISTER OF THE INTERIOR,MINISTER OF INTERIOR,accept_rule,token_bag_match,0.94,,
MINISTER PRESIDENT HOFFMAN,MINISTER-PRESIDENT HOFFMAN,accept_rule,token_bag_match,0.94,,
MINISTRY FOR ASSOCIATED STATES,FRENCH MINISTRY FOR ASSOCIATED STATES,accept_openai,lexical_context_similarity,0.7379,merge,0.8
MINISTRY OF EXTERNAL AFFAIRS,INDIAN MINISTRY OF EXTERNAL AFFAIRS,accept_openai,lexical_context_similarity,0.8013,merge,0.8
MINISTRY OF INTERNAL AFFAIRS (MVD),USSR MINISTRY OF INTERNAL AFFAIRS,accept_openai,lexical_context_similarity,0.6162,merge,0.85
MIXED ARMISTICE COMMISSION (MAC),MIXED ARMISTICE COMMISSION,accept_openai,lexical_context_similarity,0.6915,merge,0.85
MIXED ARMISTICE COMMISSIONS,MIXED ARMISTICE COMMISSION,accept_openai,lexical_context_similarity,0.7324,merge,0.85
MME. FURTSEVA,FURTSEVA,accept_openai,lexical_context_similarity,0.7009,merge,0.85
MOBILE BRIGADE,NATIONAL POLICE MOBILE BRIGADE,accept_openai,lexical_context_similarity,0.6312,merge,0.85
MOCH,JULES MOCH,accept_openai,lexical_context_similarity,0.6532,merge,0.85
MODIBO KEITO,MODIBO KEITA,accept_openai,lexical_context_similarity,0.6526,merge,0.85
MOHAMED BELLOUNIS,MOHAMED BELOUNIS,accept_openai,lexical_context_similarity,0.6485,merge,0.85
MOHAMED BEN ARAFA,SULTAN MOHAMED BEN ARAFA,accept_openai,lexical_context_similarity,0.7956,merge,0.8
MOHAMED BEN BELLA,BEN BELLA,accept_openai,lexical_context_similarity,0.7083,merge,0.85
MOHAMED EL BASRI,MOHAMED EL-BASRI,accept_rule,person_title_variant,0.95,,
MOHAMED MASMOUDI,MASMOUDI,accept_openai,lexical_context_similarity,0.7031,merge,0.8
MOHAMED V,KING MOHAMED V,accept_rule,person_title_variant,0.95,,
MOHAMMED ALI,MOHAMMAD ALI,accept_openai,lexical_context_similarity,0.6234,merge,0.8
MOHAMMED BEN BELLA,BEN BELLA,accept_openai,lexical_context_similarity,0.6438,merge,0.9
MOHAMMED HATTA,HATTA,accept_openai,lexical_context_similarity,0.6551,merge,0.85
MOHAMMED V,KING MOHAMED V,accept_rule,person_title_variant,0.95,,
MOISE TSHOMBE,TSHOMBÉ,accept_openai,lexical_context_similarity,0.6464,merge,0.9
MOISE TSHOMBÉ,TSHOMBÉ,accept_openai,lexical_context_similarity,0.7311,merge,0.85
MONNET,JEAN MONNET,accept_openai,lexical_context_similarity,0.6867,merge,0.9
MONZON,COLONEL MONZON,accept_rule,person_title_variant,0.95,,
MOOSE,AMBASSADOR MOOSE,accept_rule,person_title_variant,0.95,,
MOROCCAN CROWN PRINCE,CROWN PRINCE,accept_openai,lexical_context_similarity,0.6966,merge,0.8
MOROCCAN CROWN PRINCE MOULAY HASSAN,CROWN PRINCE MOULAY HASSAN,accept_openai,lexical_context_similarity,0.8088,merge,0.8
MOROCCAN DEFENSE MINISTER AOUAD,MOROCCAN MINISTER OF DEFENSE AOUAD,accept_openai,lexical_context_similarity,0.7751,merge,0.9
MOROCCAN ISTIQLAL,ISTIQLAL PARTY,accept_openai,lexical_context_similarity,0.6604,merge,0.85
MOROCCAN KING MOHAMED V,KING MOHAMED V,accept_openai,lexical_context_similarity,0.6841,merge,0.85
MOROCCAN MINISTER OF DEFENSE,MOROCCAN MINISTER OF DEFENSE AOUAD,accept_openai,lexical_context_similarity,0.6503,merge,0.85
MOROCCAN NATIONALIST PARTIES,MOROCCAN NATIONALISTS,accept_openai,lexical_context_similarity,0.6108,merge,0.8
MOROCCAN PREMIER ABDALLAH IBRAHIM,ABDALLAH IBRAHIM,accept_openai,lexical_context_similarity,0.6865,merge,0.85
MOROTAI ISLAND,MOROTAI,accept_openai,lexical_context_similarity,0.7041,merge,0.8
MORRISON KNUDSEN,MORRISON-KNUDSEN COMPANY,accept_openai,lexical_context_similarity,0.7133,merge,0.85
MORRISON-KNUDSEN,MORRISON-KNUDSEN COMPANY,accept_openai,lexical_context_similarity,0.8306,merge,0.83
MORRISON-KNUDSEN AFGHANISTAN COMPANY,MORRISON-KNUDSEN COMPANY,accept_openai,lexical_context_similarity,0.7917,merge,0.85
MOSCOW RADIO,RADIO MOSCOW,accept_rule,token_bag_match,0.94,,
MOSCOW STATE UNIVERSITY,MOSCOW UNIVERSITY,accept_openai,lexical_context_similarity,0.779,merge,0.8
MOSHE SHARET,SHARETT,accept_openai,lexical_context_similarity,0.6733,merge,0.9
